,Weather file wind speed | (m/s),Weather file ambient temperature | (C),Subarray 1 POA front total irradiance after shading and soiling | (W/m2),Irradiance GHI from weather file | (W/m2),Irradiance DNI from weather file | (W/m2),Inverter AC output power | (kW),Subarray 1 POA rear total irradiance after reflection (IAM) | (W/m2),Albedo
1/1/2022 0:00,1.46122,-10.3127,0,0,0.315377,-0.0086,0,0.99
1/1/2022 1:00,1.55508,-12.0558,0,0,0.439348,-0.0086,0,0.99
1/1/2022 2:00,0.916365,-13.1319,0,0,0.276817,-0.0086,0,0.99
1/1/2022 3:00,0.793712,-13.5668,0,0,0.418236,-0.0086,0,0.99
1/1/2022 4:00,0.565092,-14.4836,0,0,0.683536,-0.0086,0,0.99
1/1/2022 5:00,0.789073,-14.7128,0,0,0.410996,-0.0086,0,0.99
1/1/2022 6:00,0.803345,-14.6779,0,0,0.404365,-0.0086,0,0.99
1/1/2022 7:00,0.85031,-14.7491,9.01799,9.84528,0.473111,0.186446,5.7826,0.99
1/1/2022 8:00,0.541232,-14.366,68.1475,67.2775,0.61357,5.57257,30.9436,0.941576
1/1/2022 9:00,0.658062,-13.8649,82.5757,97.1235,1.04499,7.52279,47.1737,0.944699
1/1/2022 10:00,0.884127,-13.0805,161.805,182.37,1.17174,14.6245,82.1259,0.929309
1/1/2022 11:00,0.854774,-12.2011,260.607,263.002,28.0339,22.7078,113.358,0.907453
1/1/2022 12:00,0.820176,-11.656,346.043,341.965,80.3015,29.7937,140.776,0.899169
1/1/2022 13:00,0.522773,-9.09801,419.456,388.797,242.766,34.9306,138.989,0.88973
1/1/2022 14:00,0.647129,-9.46009,350.021,271.012,185.586,27.5847,87.2011,0.747716
1/1/2022 15:00,0.421807,-9.91473,412.765,169.605,406.925,10.861,23.1134,0.473237
1/1/2022 16:00,0.967179,-12.6009,150.613,29.4034,150.959,2.91254,4.29767,0.481119
1/1/2022 17:00,1.13678,-15.4358,0,0,0.617668,-0.0086,0,0.99
1/1/2022 18:00,0.978328,-16.2817,0,0,0.485584,-0.0086,0,0.99
1/1/2022 19:00,1.64087,-14.9719,0,0,0,-0.0086,0,0.99
1/1/2022 20:00,3.45669,-9.61631,0,0,0.000785167,-0.0086,0,0.99
1/1/2022 21:00,5.26359,-8.27602,0,0,0.0150928,-0.0086,0,0.99
1/1/2022 22:00,7.14599,-7.45983,0,0,0.00872423,-0.0086,0,0.99
1/1/2022 23:00,7.14539,-6.64903,0,0,0.00375143,-0.0086,0,0.99
1/2/2022 0:00,5.89921,-5.8729,0,0,0.0126594,-0.0086,0,0.99
1/2/2022 1:00,5.49799,-4.66592,0,0,0.0221597,-0.0086,0,0.99
1/2/2022 2:00,5.92871,-2.66407,0,0,0.0178848,-0.0086,0,0.99
1/2/2022 3:00,5.53581,-2.49917,0,0,0.0857594,-0.0086,0,0.99
1/2/2022 4:00,7.57118,-1.95848,0,0,0.10504,-0.0086,0,0.99
1/2/2022 5:00,7.69204,-2.16104,0,0,0.0193678,-0.0086,0,0.99
1/2/2022 6:00,7.79443,-1.68424,0,0,0.0007852,-0.0086,0,0.99
1/2/2022 7:00,5.89092,-1.17238,161.356,23.6721,226.708,0.866211,5.51819,0.914825
1/2/2022 8:00,4.34928,0.561662,569.948,163.872,727.765,7.7674,14.469,0.886737
1/2/2022 9:00,3.27816,2.72841,622.094,312.763,829.014,46.6997,94.3563,0.90674
1/2/2022 10:00,2.67714,5.41347,598.216,437.059,942.353,46.2885,119.842,0.895693
1/2/2022 11:00,2.32942,7.38037,539.527,506.213,980.872,44.338,163.135,0.839939
1/2/2022 12:00,1.85422,6.70614,531.864,510.239,986.118,42.8005,146.468,0.728019
1/2/2022 13:00,1.32811,8.30643,583.691,449.897,955.164,43.4726,86.5809,0.594737
1/2/2022 14:00,0.999975,9.58911,640.714,340.294,910.76,44.7711,35.9004,0.299899
1/2/2022 15:00,0.660433,9.06691,587.665,186.211,772.468,7.3595,5.84364,0.132805
1/2/2022 16:00,0.695553,5.19333,174.537,30.8774,191.394,2.85693,2.42079,0.218355
1/2/2022 17:00,1.71005,1.91156,0,0.0192181,0.00567067,-0.0086,0,0.99
1/2/2022 18:00,1.24276,-0.728755,0,0,0.126238,-0.0086,0,0.99
1/2/2022 19:00,1.20271,-1.86125,0,0,0.228398,-0.0086,0,0.99
1/2/2022 20:00,1.3169,-1.88467,0,0,0.109313,-0.0086,0,0.99
1/2/2022 21:00,1.18532,-0.996955,0,0,0.000785167,-0.0086,0,0.99
1/2/2022 22:00,1.16026,-2.01274,0,0,0.0644713,-0.0086,0,0.99
1/2/2022 23:00,1.54102,-1.17644,0,0,0.0337625,-0.0086,0,0.99
1/3/2022 0:00,1.29678,-1.20191,0,0,0.152052,-0.0086,0,0.99
1/3/2022 1:00,1.0488,-2.98833,0,0,0.0991936,-0.0086,0,0.99
1/3/2022 2:00,1.3124,-3.97853,0,0,0.226914,-0.0086,0,0.99
1/3/2022 3:00,1.4798,-3.61435,0,0,0.266172,-0.0086,0,0.99
1/3/2022 4:00,1.39033,-0.443777,0,0,0.0744164,-0.0086,0,0.99
1/3/2022 5:00,1.65066,1.29774,0,0,0.0573174,-0.0086,0,0.99
1/3/2022 6:00,2.10512,1.40738,0,0,0.0314068,-0.0086,0,0.99
1/3/2022 7:00,1.26298,1.78572,111.062,17.2966,110.886,2.03689,3.97102,0.578025
1/3/2022 8:00,1.4921,0.517091,80.9995,78.0268,0.260939,6.01744,23.0491,0.554357
1/3/2022 9:00,1.58292,4.09591,233.937,207.323,46.0862,18.205,57.3732,0.556428
1/3/2022 10:00,1.5221,8.00277,555.391,493.395,445.164,42.2707,104.2,0.52851
1/3/2022 11:00,0.781584,9.19832,513.173,510.716,404.521,38.6802,97.7985,0.454898
1/3/2022 12:00,0.564078,13.09,577.457,558.722,851.347,43.0287,97.1523,0.422405
1/3/2022 13:00,0.663902,13.7296,612.8,481.674,936.701,43.9872,60.5942,0.35796
1/3/2022 14:00,0.619435,13.6461,452.593,325.744,380.861,32.2906,43.7223,0.259828
1/3/2022 15:00,0.42766,10.8952,301.901,158.875,174.422,13.1783,20.1742,0.247311
1/3/2022 16:00,0.809778,9.17908,207.99,51.7515,203.236,4.46278,5.52979,0.196653
1/3/2022 17:00,1.35152,4.71341,0,0,0.201352,-0.0086,0,0.99
1/3/2022 18:00,1.08432,1.84286,0,0,0.137754,-0.0086,0,0.99
1/3/2022 19:00,1.67336,1.99203,0,0,0.232234,-0.0086,0,0.99
1/3/2022 20:00,1.2443,1.37289,0,0,0.10181,-0.0086,0,0.99
1/3/2022 21:00,1.1015,-0.0443144,0,0,0.216445,-0.0086,0,0.99
1/3/2022 22:00,1.26989,0.374567,0,0,0.144209,-0.0086,0,0.99
1/3/2022 23:00,1.39563,0.976824,0,0,0.0770333,-0.0086,0,0.99
1/4/2022 0:00,1.55399,1.31911,0,0,0.208868,-0.0086,0,0.99
1/4/2022 1:00,1.15132,1.39334,0,0,0.068048,-0.0086,0,0.99
1/4/2022 2:00,1.5294,-0.235622,0,0,0.345385,-0.0086,0,0.99
1/4/2022 3:00,1.6677,0.570037,0,0,0.292607,-0.0086,0,0.99
1/4/2022 4:00,1.66838,0.993938,0,0,0.309008,-0.0086,0,0.99
1/4/2022 5:00,1.79136,2.75681,0,0,0.00628135,-0.0086,0,0.99
1/4/2022 6:00,2.46138,5.23883,0,0,0.336141,-0.0086,0,0.99
1/4/2022 7:00,2.78527,4.72097,9.4073,10.9926,1.16676,0.0448991,3.06284,0.391388
1/4/2022 8:00,6.15172,6.78601,157.031,89.127,87.7979,6.80833,16.1186,0.370096
1/4/2022 9:00,8.12503,8.00215,585.028,341.112,655.414,41.7876,54.7118,0.385183
1/4/2022 10:00,7.2495,8.19944,524.329,416.569,671.272,37.375,53.83,0.34896
1/4/2022 11:00,8.55795,8.43233,561.454,528.317,1006.55,40.445,71.8434,0.338343
1/4/2022 12:00,7.99925,8.34664,550.609,530.839,1006.91,39.3808,67.4,0.318254
1/4/2022 13:00,7.21011,8.04894,603.666,472.296,965.46,42.3835,47.8783,0.297279
1/4/2022 14:00,4.43099,8.10079,637.71,345.727,884.684,43.6164,23.0302,0.1677
1/4/2022 15:00,3.56748,6.62312,294.038,112.033,320.697,6.05694,4.81892,0.0864967
1/4/2022 16:00,2.7321,5.1523,9.36789,10.1258,1.73051,-0.0086,2.01688,0.190979
1/4/2022 17:00,1.90654,4.3014,0,0,0.121527,-0.0086,0,0.99
1/4/2022 18:00,1.68465,3.0066,0,0,0.169945,-0.0086,0,0.99
1/4/2022 19:00,1.46168,2.43324,0,0,0.101374,-0.0086,0,0.99
1/4/2022 20:00,3.37401,3.13239,0,0,0.0855829,-0.0086,0,0.99
1/4/2022 21:00,1.48308,0.370352,0,0,0.274023,-0.0086,0,0.99
1/4/2022 22:00,1.64896,-2.0223,0,0,0.285015,-0.0086,0,0.99
1/4/2022 23:00,1.24217,-4.44552,0,0,0.153194,-0.0086,0,0.99
1/5/2022 0:00,0.816429,-5.21539,0,0,0.203359,-0.0086,0,0.99
1/5/2022 1:00,0.910977,-6.32305,0,0,0.357165,-0.0086,0,0.99
1/5/2022 2:00,0.668666,-7.40383,0,0,0.195159,-0.0086,0,0.99
1/5/2022 3:00,1.17843,-6.60099,0,0,0.195768,-0.0086,0,0.99
1/5/2022 4:00,0.739942,-7.55501,0,0,0.197252,-0.0086,0,0.99
1/5/2022 5:00,0.948538,-7.32906,0,0,0.433325,-0.0086,0,0.99
1/5/2022 6:00,0.857125,-7.39616,0,0,0.285628,-0.0086,0,0.99
1/5/2022 7:00,1.20169,-6.47818,107.568,20.2369,98.848,2.23779,3.42008,0.340667
1/5/2022 8:00,0.554387,-4.1928,269.343,125.549,189.559,10.062,18.1343,0.332519
1/5/2022 9:00,1.15353,-2.72225,380.681,251.797,364.081,26.9803,37.3275,0.316602
1/5/2022 10:00,1.88693,-1.38871,630.496,487.735,856.131,44.6022,56.4071,0.309742
1/5/2022 11:00,2.60187,-0.0238843,559.697,526.655,904.751,39.8816,65.2593,0.302543
1/5/2022 12:00,2.96411,1.10752,497.51,483.208,716.83,35.3442,59.9558,0.295359
1/5/2022 13:00,2.77908,2.09195,476.735,408.728,530.432,33.7001,47.6257,0.274696
1/5/2022 14:00,3.52868,-3.36951,108.426,117.054,23.1805,7.73428,20.8221,0.23862
1/5/2022 15:00,3.91712,-7.96963,27.076,35.7135,1.03721,1.62114,8.67146,0.343002
1/5/2022 16:00,2.70673,-10.7683,7.65538,8.7984,0.874591,-0.0086,3.80466,0.735788
1/5/2022 17:00,2.81279,-12.9681,0,0,0.436901,-0.0086,0,0.99
1/5/2022 18:00,1.619,-13.8863,0,0,0.265997,-0.0086,0,0.99
1/5/2022 19:00,1.82536,-15.2114,0,0,0.32916,-0.0086,0,0.99
1/5/2022 20:00,1.41263,-16.1636,0,0,0.359434,-0.0086,0,0.99
1/5/2022 21:00,1.29479,-16.4383,0,0,0.372521,-0.0086,0,0.99
1/5/2022 22:00,1.0154,-16.7253,0,0,0.379675,-0.0086,0,0.99
1/5/2022 23:00,0.619838,-16.7554,0,0,0.356208,-0.0086,0,0.99
1/6/2022 0:00,0.83058,-16.6736,0,0,0.636851,-0.0086,0,0.99
1/6/2022 1:00,0.563357,-16.7295,0,0,0.442405,-0.0086,0,0.99
1/6/2022 2:00,0.35135,-16.6123,0,0,0.481837,-0.0086,0,0.99
1/6/2022 3:00,1.0945,-16.5333,0,0,0.656323,-0.0086,0,0.99
1/6/2022 4:00,1.04435,-16.9697,0,0,0.382469,-0.0086,0,0.99
1/6/2022 5:00,0.607569,-16.8053,0,0,0.35115,-0.0086,0,0.99
1/6/2022 6:00,0.842585,-16.6922,0,0,0.53898,-0.0086,0,0.99
1/6/2022 7:00,0.744777,-16.8066,11.1864,10.6109,1.29921,0.321344,6.85027,0.99
1/6/2022 8:00,0.909443,-15.541,159.576,87.7563,38.2837,10.1901,39.9015,0.99
1/6/2022 9:00,0.725943,-12.8864,272.039,204.485,87.9837,22.866,96.1886,0.99
1/6/2022 10:00,0.773532,-9.40739,446.641,396.872,316.377,37.124,145.029,0.949943
1/6/2022 11:00,1.05661,-8.37123,476.103,460.448,460.541,40.8931,182.304,0.929186
1/6/2022 12:00,1.37542,-7.16918,511.876,496.741,758.985,44.0079,195.098,0.953404
1/6/2022 13:00,1.40744,-6.62887,534.929,468.599,532.174,43.8296,159.137,0.900598
1/6/2022 14:00,1.36231,-5.8395,571.743,395.305,502.633,43.5847,106.053,0.681184
1/6/2022 15:00,1.54586,-5.67601,576.565,230.613,634.629,12.2586,22.5612,0.409609
1/6/2022 16:00,1.57735,-7.08883,138.168,43.2439,98.6574,4.20351,10.5621,0.639473
1/6/2022 17:00,1.54261,-9.7292,0,0.439046,0.57143,-0.0086,0,0.817079
1/6/2022 18:00,1.37719,-11.0048,0,0,0.237209,-0.0086,0,0.99
1/6/2022 19:00,1.11143,-10.5859,0,0,0.218103,-0.0086,0,0.99
1/6/2022 20:00,1.42187,-8.52699,0,0,0.119172,-0.0086,0,0.99
1/6/2022 21:00,1.89761,-6.2534,0,0,0.758038,-0.0086,0,0.99
1/6/2022 22:00,1.76859,-1.67756,0,0,0.175966,-0.0086,0,0.99
1/6/2022 23:00,1.69306,1.05309,0,0,0.062465,-0.0086,0,0.99
1/7/2022 0:00,1.6414,2.84438,0,0,0.212969,-0.0086,0,0.99
1/7/2022 1:00,1.75299,2.14873,0,0,0.476686,-0.0086,0,0.99
1/7/2022 2:00,1.42386,1.48146,0,0,0.0949183,-0.0086,0,0.99
1/7/2022 3:00,1.60049,5.58729,0,0,0.0190186,-0.0086,0,0.99
1/7/2022 4:00,1.74612,4.97653,0,0,0.283882,-0.0086,0,0.99
1/7/2022 5:00,1.72628,3.18835,0,0,0.101549,-0.0086,0,0.99
1/7/2022 6:00,3.17,6.81951,0,0,0.224734,-0.0086,0,0.99
1/7/2022 7:00,2.06259,5.78706,140.312,30.0386,185.073,1.11606,9.50874,0.951698
1/7/2022 8:00,1.34724,6.96808,409.788,162.4,396.154,11.0465,34.1021,0.877754
1/7/2022 9:00,1.19101,10.9669,640.57,330.567,800.77,48.4672,99.7357,0.880009
1/7/2022 10:00,0.815945,14.4554,594.908,429.484,885.746,46.2012,118.811,0.888035
1/7/2022 11:00,0.636233,14.707,430.518,405.113,640.239,35.5847,133.749,0.821632
1/7/2022 12:00,0.722074,15.5337,447.348,433.312,682.356,37.1453,142.889,0.826086
1/7/2022 13:00,1.56804,14.2947,568.93,459.602,800.934,44.3381,119.778,0.763133
1/7/2022 14:00,1.30904,13.2678,479.381,280.546,557.496,34.2974,45.7619,0.412667
1/7/2022 15:00,0.948308,14.0059,557.319,190.353,691.568,8.42549,9.40044,0.227038
1/7/2022 16:00,1.38453,10.508,227.664,47.5734,248.98,3.88295,5.33608,0.361208
1/7/2022 17:00,1.42694,8.23835,0,0.19139,0.0981455,-0.0086,0,0.99
1/7/2022 18:00,1.34098,6.04646,0,0,0.218538,-0.0086,0,0.99
1/7/2022 19:00,1.70376,5.26812,0,0,0.25919,-0.0086,0,0.99
1/7/2022 20:00,1.49641,4.03207,0,0,0.136444,-0.0086,0,0.99
1/7/2022 21:00,0.946898,4.68817,0,0,0.209377,-0.0086,0,0.99
1/7/2022 22:00,1.31773,5.25486,0,0,0.150229,-0.0086,0,0.99
1/7/2022 23:00,1.44762,3.45743,0,0,0.153108,-0.0086,0,0.99
1/8/2022 0:00,1.78576,4.8085,0,0,0.0316684,-0.0086,0,0.99
1/8/2022 1:00,1.7515,4.12732,0,0,0.161047,-0.0086,0,0.99
1/8/2022 2:00,3.52135,7.00563,0,0,0.0310579,-0.0086,0,0.99
1/8/2022 3:00,2.48798,5.30551,0,0,0.390842,-0.0086,0,0.99
1/8/2022 4:00,1.33198,2.56453,0,0,0.0711014,-0.0086,0,0.99
1/8/2022 5:00,1.42331,1.76623,0,0,0.260328,-0.0086,0,0.99
1/8/2022 6:00,1.12755,0.0543849,0,0,0.135224,-0.0086,0,0.99
1/8/2022 7:00,0.936971,0.808259,8.66408,9.73255,0.460717,0.134373,5.07221,0.881505
1/8/2022 8:00,1.32211,2.2149,50.1155,46.1763,16.6367,2.82766,18.0842,0.813986
1/8/2022 9:00,1.55421,4.76602,432.758,231.772,518.603,32.0785,61.9575,0.805193
1/8/2022 10:00,1.03583,7.2953,573.395,427.781,770.693,44.2426,113.249,0.8056
1/8/2022 11:00,0.780463,7.48214,256.257,255.428,86.2242,21.5782,95.0862,0.80772
1/8/2022 12:00,0.384119,5.74622,121.935,122.049,1.12629,9.95165,46.412,0.763949
1/8/2022 13:00,0.80042,6.39342,174.323,183.919,33.3952,14.1902,58.4794,0.664948
1/8/2022 14:00,0.61126,7.13553,97.4784,113.382,18.0669,8.26414,41.8877,0.710913
1/8/2022 15:00,4.50143,6.74325,227.056,100.359,196.521,6.90525,17.6042,0.491618
1/8/2022 16:00,2.33355,5.64831,93.8828,41.7979,32.7077,4.14746,11.6921,0.602624
1/8/2022 17:00,4.24443,4.77718,0,0.0227598,0.109313,-0.0086,0,0.99
1/8/2022 18:00,2.17866,3.23296,0,0,0.181113,-0.0086,0,0.99
1/8/2022 19:00,0.987491,2.29614,0,0,0.233894,-0.0086,0,0.99
1/8/2022 20:00,0.709034,0.0962126,0,0,0.207809,-0.0086,0,0.99
1/8/2022 21:00,0.943355,-0.716855,0,0,0.0982339,-0.0086,0,0.99
1/8/2022 22:00,0.906823,-1.52443,0,0,0.258932,-0.0086,0,0.99
1/8/2022 23:00,0.833538,-2.26423,0,0,0.307264,-0.0086,0,0.99
1/9/2022 0:00,1.11198,-3.04048,0,0,0.283084,-0.0086,0,0.99
1/9/2022 1:00,0.930568,-3.72552,0,0,0.226915,-0.0086,0,0.99
1/9/2022 2:00,1.09152,-5.29926,0,0,0.307177,-0.0086,0,0.99
1/9/2022 3:00,0.935331,-6.27803,0,0,0.253698,-0.0086,0,0.99
1/9/2022 4:00,0.909589,-7.78775,0,0,0.239129,-0.0086,0,0.99
1/9/2022 5:00,1.18256,-7.32138,0,0,0.281265,-0.0086,0,0.99
1/9/2022 6:00,0.868261,-8.27395,0,0,0.285542,-0.0086,0,0.99
1/9/2022 7:00,0.965555,-8.86042,180.287,34.5562,208.224,2.5221,3.69727,0.611502
1/9/2022 8:00,0.372012,-3.85283,585.935,212.183,728.258,8.41239,15.6215,0.632749
1/9/2022 9:00,0.740296,-0.989121,677.398,344.146,900.528,50.0484,86.0728,0.770604
1/9/2022 10:00,1.16766,-0.601463,622.346,452.288,933.238,47.1989,108.878,0.784055
1/9/2022 11:00,1.43086,0.098779,561.021,523.773,983.792,45.3919,156.429,0.772635
1/9/2022 12:00,1.11475,1.57481,542.65,524.191,950.215,44.0118,155.138,0.752465
1/9/2022 13:00,1.39646,1.465,599.275,471.705,970.412,45.7271,110.678,0.711965
1/9/2022 14:00,1.04301,3.3337,653.864,360.551,921.479,46.1848,47.6628,0.401056
1/9/2022 15:00,1.22781,3.3512,613.699,207.716,799.422,7.53604,6.52227,0.180254
1/9/2022 16:00,0.958639,1.91788,225.756,42.2758,253.023,3.53307,3.19086,0.295417
1/9/2022 17:00,0.705437,-1.47573,0,0.0935922,0.149619,-0.0086,0,0.99
1/9/2022 18:00,0.681898,-2.52783,0,0,0.232237,-0.0086,0,0.99
1/9/2022 19:00,0.983003,-3.68414,0,0,0.122051,-0.0086,0,0.99
1/9/2022 20:00,0.855051,-5.34339,0,0,0.120393,-0.0086,0,0.99
1/9/2022 21:00,0.515672,-5.16324,0,0,0.0230318,-0.0086,0,0.99
1/9/2022 22:00,0.890878,-5.24542,0,0,0.0239042,-0.0086,0,0.99
1/9/2022 23:00,0.95473,-4.26763,0,0,0,-0.0086,0,0.99
1/10/2022 0:00,0.685154,-3.48351,0,0,0.0393457,-0.0086,0,0.99
1/10/2022 1:00,1.15639,0.123047,0,0,0.00540895,-0.0086,0,0.99
1/10/2022 2:00,1.28957,0.233568,0,0,0.0156161,-0.0086,0,0.99
1/10/2022 3:00,1.49409,-1.16298,0,0,0.0547876,-0.0086,0,0.99
1/10/2022 4:00,0.903249,-2.03516,0,0,0.0979718,-0.0086,0,0.99
1/10/2022 5:00,1.7958,-0.662217,0,0,0,-0.0086,0,0.99
1/10/2022 6:00,1.76182,-0.290438,0,0,0.015529,-0.0086,0,0.99
1/10/2022 7:00,1.44633,1.39032,194,23.8302,237.737,2.24821,3.70279,0.835224
1/10/2022 8:00,0.666562,4.89999,594.683,166.099,766.82,7.24007,11.4715,0.781974
1/10/2022 9:00,1.04836,8.4875,675.623,328.322,928.693,50.0027,84.4688,0.780298
1/10/2022 10:00,0.617922,12.8017,631.749,453.304,997.419,47.7597,102.382,0.749324
1/10/2022 11:00,1.51342,10.877,563.741,524.131,1023.51,44.9981,142.647,0.708384
1/10/2022 12:00,1.96319,10.9784,553.882,534.989,1030.65,43.9802,138.95,0.66273
1/10/2022 13:00,1.34594,11.913,611.242,481.613,1013.33,45.8143,95.0327,0.591989
1/10/2022 14:00,0.649104,13.7726,670.339,369.202,957.753,46.9778,38.8721,0.314318
1/10/2022 15:00,0.354683,14.433,630.127,213.076,827.197,7.44344,5.61011,0.129303
1/10/2022 16:00,1.17562,8.81205,239.258,45.1662,278.356,3.42116,2.92481,0.200156
1/10/2022 17:00,1.2321,3.55095,0,0.0923569,0.157819,-0.0086,0,0.99
1/10/2022 18:00,1.30242,2.78458,0,0,0.00724102,-0.0086,0,0.99
1/10/2022 19:00,1.49559,3.25128,0,0,0.0209377,-0.0086,0,0.99
1/10/2022 20:00,1.24193,2.72362,0,0,0.0115157,-0.0086,0,0.99
1/10/2022 21:00,1.60089,3.26447,0,0,0.0102944,-0.0086,0,0.99
1/10/2022 22:00,0.98926,2.06639,0,0,0.00567063,-0.0086,0,0.99
1/10/2022 23:00,2.99693,5.4262,0,0,0.00191928,-0.0086,0,0.99
1/11/2022 0:00,1.62385,3.94211,0,0,0,-0.0086,0,0.99
1/11/2022 1:00,1.05898,1.88189,0,0,0,-0.0086,0,0.99
1/11/2022 2:00,4.20899,8.05353,0,0,0.000610683,-0.0086,0,0.99
1/11/2022 3:00,4.11959,9.23949,0,0,0.0198909,-0.0086,0,0.99
1/11/2022 4:00,4.35848,9.25716,0,0,0.0495526,-0.0086,0,0.99
1/11/2022 5:00,5.10014,9.41871,0,0,0.068746,-0.0086,0,0.99
1/11/2022 6:00,3.84505,8.46465,0,0,0.0407416,-0.0086,0,0.99
1/11/2022 7:00,4.05711,8.948,166.339,29.658,169.085,3.16427,6.5001,0.598688
1/11/2022 8:00,4.03658,10.3693,397.572,179.435,300.501,14.2486,31.9462,0.577987
1/11/2022 9:00,3.56469,12.4798,601.173,394.882,497.519,45.0386,92.3789,0.554143
1/11/2022 10:00,3.02181,12.6511,231.837,255.565,21.3059,18.3225,64.0811,0.491033
1/11/2022 11:00,3.84259,12.6413,304.162,312.055,12.3546,23.0613,67.5856,0.460012
1/11/2022 12:00,3.51957,12.9022,394.919,396.174,102.111,29.2992,74.0659,0.418845
1/11/2022 13:00,1.92002,13.0026,244.601,266.819,36.2923,18.4278,51.7696,0.380683
1/11/2022 14:00,1.36073,14.373,660.435,367.296,908.705,45.6072,28.2649,0.214964
1/11/2022 15:00,1.93582,12.5809,617.514,214.357,800.048,7.63098,5.67569,0.0926026
1/11/2022 16:00,1.3129,9.61484,236.931,46.2264,262.073,3.86808,2.67447,0.127228
1/11/2022 17:00,0.747276,5.11586,0,0.180093,0.290511,-0.0086,0,0.556648
1/11/2022 18:00,0.958315,2.29651,0,0,0.0781672,-0.0086,0,0.99
1/11/2022 19:00,1.30037,1.47389,0,0,0.0397815,-0.0086,0,0.99
1/11/2022 20:00,1.85958,1.84534,0,0,0.426603,-0.0086,0,0.99
1/11/2022 21:00,0.955677,0.586268,0,0,0.190882,-0.0086,0,0.99
1/11/2022 22:00,1.22365,2.18027,0,0,0.159301,-0.0086,0,0.99
1/11/2022 23:00,1.28787,2.68624,0,0,0.0206762,-0.0086,0,0.99
1/12/2022 0:00,1.87051,4.16638,0,0,0.305168,-0.0086,0,0.99
1/12/2022 1:00,1.31898,4.48315,0,0,0.0525191,-0.0086,0,0.99
1/12/2022 2:00,2.5199,6.51862,0,0,0,-0.0086,0,0.99
1/12/2022 3:00,3.96772,7.92491,0,0,0.00244273,-0.0086,0,0.99
1/12/2022 4:00,4.80402,8.07295,0,0,0.0122137,-0.0086,0,0.99
1/12/2022 5:00,3.22222,7.40967,0,0,0.0234677,-0.0086,0,0.99
1/12/2022 6:00,3.42364,7.89414,0,0,0.0456268,-0.0086,0,0.99
1/12/2022 7:00,4.658,8.16075,64.4163,17.5401,52.9813,1.34367,3.71695,0.419969
1/12/2022 8:00,3.67045,9.39687,369.261,134.562,380.956,8.33872,13.5157,0.41055
1/12/2022 9:00,5.7011,10.9876,495.749,296.477,492.692,35.4696,49.0396,0.366352
1/12/2022 10:00,5.16051,12.969,600.757,501.055,645.143,42.9944,63.373,0.305322
1/12/2022 11:00,3.55075,13.2576,386.264,387.895,143.973,27.1535,44.3462,0.252197
1/12/2022 12:00,2.07802,12.6668,285.84,285.445,42.4716,19.6977,30.8554,0.232464
1/12/2022 13:00,4.46596,13.4229,269.297,278.968,94.1842,19.0375,33.8269,0.229132
1/12/2022 14:00,3.61199,13.2121,270.353,200.236,217.387,18.6822,21.6277,0.161351
1/12/2022 15:00,1.07949,14.7603,387.674,174.906,379.768,9.81895,10.4734,0.0964671
1/12/2022 16:00,2.7045,12.8276,121.32,40.3787,83.4979,3.70589,4.3837,0.127236
1/12/2022 17:00,4.09784,11.2222,0,0.768096,0.0335877,-0.0086,0,0.298265
1/12/2022 18:00,4.62496,11.2025,0,0,0.0236423,-0.0086,0,0.99
1/12/2022 19:00,6.39166,11.2424,0,0,0.00610682,-0.0086,0,0.99
1/12/2022 20:00,5.96516,10.6752,0,0,0.0123009,-0.0086,0,0.99
1/12/2022 21:00,5.78574,11.115,0,0,0.00191928,-0.0086,0,0.99
1/12/2022 22:00,4.39896,11.0205,0,0,0.00854957,-0.0086,0,0.99
1/12/2022 23:00,4.3342,10.5558,0,0,0.0109051,-0.0086,0,0.99
1/13/2022 0:00,5.3963,10.3336,0,0,0.00392583,-0.0086,0,0.99
1/13/2022 1:00,5.70448,10.8583,0,0,0.016663,-0.0086,0,0.99
1/13/2022 2:00,4.75494,10.4452,0,0,0.00680475,-0.0086,0,0.99
1/13/2022 3:00,6.31577,11.1366,0,0,0.0469354,-0.0086,0,0.99
1/13/2022 4:00,5.82624,10.5078,0,0,0.0150054,-0.0086,0,0.99
1/13/2022 5:00,6.06166,10.3008,0,0,0.00549617,-0.0086,0,0.99
1/13/2022 6:00,4.73277,10.0382,0,0,0,-0.0086,0,0.99
1/13/2022 7:00,3.80345,10.1933,107.451,15.5488,108.885,1.78475,1.77907,0.304074
1/13/2022 8:00,3.06982,12.2989,565.551,161.735,720.311,6.99998,6.79923,0.291417
1/13/2022 9:00,2.26391,14.8189,651.465,321.901,880.399,45.3206,32.3026,0.268453
1/13/2022 10:00,1.80408,14.9053,583.211,428.893,850.418,40.6311,37.6259,0.250902
1/13/2022 11:00,1.92084,16.0337,537.718,504.068,838.685,37.9069,49.7296,0.244017
1/13/2022 12:00,2.38603,15.9652,467.812,461.022,526.372,32.7285,45.6597,0.23636
1/13/2022 13:00,0,17.146,483.291,434.497,489.24,34.0612,43.2676,0.226862
1/13/2022 14:00,1.02639,17.5567,446.611,330.763,374.038,31.3886,35.8793,0.186729
1/13/2022 15:00,0.537811,16.7512,270.903,172.946,112.818,13.6266,19.5514,0.173324
1/13/2022 16:00,0.484291,15.2753,132.426,50.5287,54.378,5.57842,6.50149,0.166775
