,Weather file wind speed | (m/s),Weather file ambient temperature | (C),Subarray 1 POA front total irradiance after shading and soiling | (W/m2),Irradiance GHI from weather file | (W/m2),Irradiance DNI from weather file | (W/m2),Inverter AC output power | (kW),Subarray 1 POA rear total irradiance after reflection (IAM) | (W/m2),Albedo
2/17/2022 11:00,1.32482,-1.82975,757.508,713.329,1042.93,62.7227,238.981,0.884086
2/17/2022 12:00,1.36126,0.355818,741.841,728.741,1052.27,62.5836,254.685,0.874749
2/17/2022 13:00,1.39633,0.807407,779.915,675.284,1039.91,62.6952,209.333,0.861449
2/17/2022 14:00,1.07222,1.90055,830.67,555.747,994.227,61.4872,120.45,0.765789
2/17/2022 15:00,1.06212,1.48706,830.359,391.301,931.108,58.4782,56.0964,0.438853
2/17/2022 16:00,0.959507,0.512261,694.249,194.265,771.335,8.62049,8.59439,0.352018
2/17/2022 17:00,1.04138,-1.82591,144.136,22.5197,134.279,2.4781,2.31248,0.367157
2/17/2022 18:00,1.69192,-3.32171,0,0,0.121352,-0.0086,0,0.99
2/17/2022 19:00,1.44537,-2.96753,0,0,0.147873,-0.0086,0,0.99
2/17/2022 20:00,1.94771,-0.867475,0,0,0.292432,-0.0086,0,0.99
2/17/2022 21:00,1.71411,-0.587958,0,0,0.318603,-0.0086,0,0.99
2/17/2022 22:00,1.66801,-0.939446,0,0,0.0472845,-0.0086,0,0.99
2/17/2022 23:00,4.21772,1.71278,0,0,0.0430096,-0.0086,0,0.99
2/18/2022 0:00,7.18911,2.19896,0,0,0.0161395,-0.0086,0,0.99
2/18/2022 1:00,4.6625,1.59936,0,0,0.0803488,-0.0086,0,0.99
2/18/2022 2:00,3.45261,1.71834,0,0,0.0744164,-0.0086,0,0.99
2/18/2022 3:00,1.62718,1.30032,0,0,0.0943073,-0.0086,0,0.99
2/18/2022 4:00,2.67737,1.05134,0,0,0.0512977,-0.0086,0,0.99
2/18/2022 5:00,3.97733,1.09459,0,0,0.0697929,-0.0086,0,0.99
2/18/2022 6:00,2.58338,1.10865,21.2071,2.43469,26.0471,-0.0086,1.06123,0.860309
2/18/2022 7:00,2.4994,2.76782,550.835,104.514,614.873,7.0245,9.97902,0.834147
2/18/2022 8:00,3.44499,4.49027,803.295,304.818,889.712,54.8411,22.4903,0.815784
2/18/2022 9:00,5.329,5.47371,861.678,490.309,989.739,63.5537,118.642,0.836895
2/18/2022 10:00,2.67358,7.2091,810.911,631.628,1013.31,62.4056,165.199,0.812979
2/18/2022 11:00,2.45757,8.65376,753.352,709.796,1052.51,60.8884,209.063,0.779596
2/18/2022 12:00,2.85037,6.62053,733.44,722.145,1051,59.8804,216.528,0.753955
2/18/2022 13:00,1.88628,5.08468,764.608,664.22,1024.15,59.5538,171.308,0.71778
2/18/2022 14:00,1.66718,5.66953,816.402,550.536,977.42,59.1506,96.3323,0.60667
2/18/2022 15:00,2.23854,4.74464,820.708,390.574,897.512,57.2398,47.5768,0.358472
2/18/2022 16:00,1.3091,4.92463,596.722,195.343,591.6,10.8099,14.6786,0.340884
2/18/2022 17:00,0.866082,3.69352,126.403,24.1686,107.319,2.5397,3.19748,0.347245
2/18/2022 18:00,1.31241,1.48137,0,0,0.0882002,-0.0086,0,0.99
2/18/2022 19:00,1.14729,1.27016,0,0,0.00628133,-0.0086,0,0.99
2/18/2022 20:00,1.3822,2.09717,0,0,0.0267829,-0.0086,0,0.99
2/18/2022 21:00,1.55234,1.98979,0,0,0.072148,-0.0086,0,0.99
2/18/2022 22:00,1.96269,2.66999,0,0,0.0319302,-0.0086,0,0.99
2/18/2022 23:00,2.70377,2.70877,0,0,0.0211995,-0.0086,0,0.99
2/19/2022 0:00,2.96109,2.71451,0,0,0.00462378,-0.0086,0,0.99
2/19/2022 1:00,2.01498,2.21067,0,0,0.00680482,-0.0086,0,0.99
2/19/2022 2:00,1.37843,1.61024,0,0,0.0138712,-0.0086,0,0.99
2/19/2022 3:00,0.679887,0.139264,0,0,0.0286148,-0.0086,0,0.99
2/19/2022 4:00,1.21704,-0.174989,0,0,0.175965,-0.0086,0,0.99
2/19/2022 5:00,1.76222,0.246678,0,0,0.0121264,-0.0086,0,0.99
2/19/2022 6:00,2.1894,0.225966,27.75,2.8814,34.6754,-0.0086,1.00774,0.781725
2/19/2022 7:00,1.79741,1.56655,550.954,105.458,617.001,6.81486,8.93692,0.765721
2/19/2022 8:00,1.09868,5.44076,792.955,300.635,881.943,54.2816,21.6264,0.737364
2/19/2022 9:00,1.1996,6.62499,845.545,482.088,979.507,61.7564,100.977,0.72622
2/19/2022 10:00,1.82192,8.70368,797.494,621.781,1026.25,59.5814,129.356,0.653096
2/19/2022 11:00,2.19363,9.85118,745.795,705.17,1050.54,56.9163,147.485,0.554948
2/19/2022 12:00,1.72213,11.5503,733.676,722.645,1058.55,54.3811,116.917,0.407433
2/19/2022 13:00,1.40594,12.8586,769.565,670.76,1045.71,53.9554,64.1598,0.259757
2/19/2022 14:00,1.14553,14.0343,823.319,558.112,1013.31,56.1501,32.2825,0.181766
2/19/2022 15:00,1.2498,14.1552,836.057,398.468,945.027,56.8771,18.7983,0.110002
2/19/2022 16:00,3.2151,13.8149,720.801,205.203,803.735,8.53101,5.13125,0.0704346
2/19/2022 17:00,4.59644,11.435,167.251,26.2699,160.926,2.71811,1.36759,0.0408586
2/19/2022 18:00,2.33483,9.28884,0,0,0.00383857,-0.0086,0,0.99
2/19/2022 19:00,1.87213,6.55666,0,0,0.145953,-0.0086,0,0.99
2/19/2022 20:00,1.89925,7.24435,0,0,0,-0.0086,0,0.99
2/19/2022 21:00,2.11072,7.61338,0,0,0,-0.0086,0,0.99
2/19/2022 22:00,2.59084,8.01466,0,0,0.0277421,-0.0086,0,0.99
2/19/2022 23:00,1.29017,6.49809,0,0,0.110096,-0.0086,0,0.99
2/20/2022 0:00,1.96466,8.16122,0,0,0.0240781,-0.0086,0,0.99
2/20/2022 1:00,3.46156,8.07341,0,0,0.00985817,-0.0086,0,0.99
2/20/2022 2:00,2.98512,7.95195,0,0,0.00863675,-0.0086,0,0.99
2/20/2022 3:00,1.13213,6.39143,0,0,0.130947,-0.0086,0,0.99
2/20/2022 4:00,1.26195,4.99878,0,0,0.0562699,-0.0086,0,0.99
2/20/2022 5:00,2.93822,7.5051,0,0,0.0164012,-0.0086,0,0.99
2/20/2022 6:00,3.88747,7.22576,38.563,4.15637,48.1506,-0.0086,0.681679,0.268957
2/20/2022 7:00,1.15464,5.69848,160.797,66.6746,68.1408,7.1051,10.4452,0.23021
2/20/2022 8:00,0.696601,5.95937,169.716,168.047,3.63844,12.1549,26.6016,0.210905
2/20/2022 9:00,0.538963,9.45485,344.516,315.383,121.677,24.5471,42.8516,0.208192
2/20/2022 10:00,1.13936,12.563,662.4,570.055,593.65,45.748,47.3928,0.197254
2/20/2022 11:00,2.11885,13.0971,770.979,731.269,1069.89,53.2474,53.5001,0.188766
2/20/2022 12:00,2.38517,14.5744,749.712,738.589,1075.03,51.8249,53.8582,0.183338
2/20/2022 13:00,2.59907,15.7903,782.507,684.065,1056.02,53.6996,45.4937,0.183957
2/20/2022 14:00,2.22166,16.4711,816.338,558.646,997.36,55.5903,31.7125,0.177114
2/20/2022 15:00,2.7068,15.7647,798.857,384.029,897.291,54.2806,18.9187,0.114443
2/20/2022 16:00,1.87586,14.6788,723.082,208.364,803.843,8.52312,5.09205,0.0689645
2/20/2022 17:00,1.2928,12.0333,172.587,27.7485,163.982,2.89451,1.44199,0.0260589
2/20/2022 18:00,1.10988,8.25643,0,0,0.219233,-0.0086,0,0.99
2/20/2022 19:00,1.29349,6.23008,0,0,0.0314062,-0.0086,0,0.99
2/20/2022 20:00,1.1937,3.76553,0,0,0.0237293,-0.0086,0,0.99
2/20/2022 21:00,0.991869,3.71416,0,0,0.0154414,-0.0086,0,0.99
2/20/2022 22:00,1.65998,4.38342,0,0,0.00479823,-0.0086,0,0.99
2/20/2022 23:00,1.20734,6.04806,0,0,0.050861,-0.0086,0,0.99
2/21/2022 0:00,1.77329,4.99151,0,0,0.0120391,-0.0086,0,0.99
2/21/2022 1:00,1.61129,4.75748,0,0,0.0008724,-0.0086,0,0.99
2/21/2022 2:00,1.98579,4.54078,0,0,0.0656049,-0.0086,0,0.99
2/21/2022 3:00,1.27233,1.97674,0,0,0.166543,-0.0086,0,0.99
2/21/2022 4:00,1.4361,0.701672,0,0,0.016663,-0.0086,0,0.99
2/21/2022 5:00,1.33746,-0.026161,0,0,0.0893343,-0.0086,0,0.99
2/21/2022 6:00,1.14667,-0.0655682,2.12394,2.05029,0.11158,-0.0086,0.749421,0.426866
2/21/2022 7:00,1.00065,0.672749,105.596,63.4239,31.7204,5.19945,9.50342,0.201775
2/21/2022 8:00,1.28737,3.49982,189.94,136.124,93.7738,13.0185,16.9848,0.197857
2/21/2022 9:00,1.06316,8.25363,357.089,270.125,230.072,24.7531,30.6176,0.192477
2/21/2022 10:00,1.96506,9.78008,585.005,504.309,504.769,40.0915,39.9074,0.182158
2/21/2022 11:00,3.37644,10.3635,633.344,622.716,435.336,43.3239,49.7272,0.185993
2/21/2022 12:00,4.12225,1.13396,336.893,339.129,98.597,22.4734,28.0616,0.182589
2/21/2022 13:00,3.71308,-1.6026,184.751,201.916,1.75633,12.3471,19.7636,0.16985
2/21/2022 14:00,3.04655,-3.24397,61.8334,81.4259,1.04165,4.09531,12.3595,0.157961
2/21/2022 15:00,2.67933,-4.44092,24.0168,32.1375,0.709871,1.26328,5.15094,0.142849
2/21/2022 16:00,3.07859,-5.80322,14.2252,18.5179,0.647324,0.470481,3.00983,0.143374
2/21/2022 17:00,3.5416,-7.67865,1.84318,1.22678,0.724968,-0.0086,0.391246,0.3042
2/21/2022 18:00,3.26921,-9.73455,0,0,0.317031,-0.0086,0,0.99
2/21/2022 19:00,3.0292,-10.9719,0,0,0.206585,-0.0086,0,0.99
2/21/2022 20:00,2.78758,-12.1806,0,0,0.251513,-0.0086,0,0.99
2/21/2022 21:00,2.98435,-13.2159,0,0,0.239824,-0.0086,0,0.99
2/21/2022 22:00,2.68942,-14.4507,0,0,0.218886,-0.0086,0,0.99
2/21/2022 23:00,2.07582,-15.3485,0,0,0.271581,-0.0086,0,0.99
2/22/2022 0:00,1.85201,-15.691,0,0,0.151216,-0.0086,0,0.99
2/22/2022 1:00,2.40828,-16.8176,0,0,0.29662,-0.0086,0,0.99
2/22/2022 2:00,1.85696,-17.2746,0,0,0.154068,-0.0086,0,0.99
2/22/2022 3:00,1.92008,-17.8859,0,0,0.178059,-0.0086,0,0.99
2/22/2022 4:00,2.31225,-18.2889,0,0,0.224209,-0.0086,0,0.99
2/22/2022 5:00,2.13091,-18.5338,0,0,0.131734,-0.0086,0,0.99
2/22/2022 6:00,1.49948,-18.654,2.88395,3.17802,0.188266,-0.0086,1.80428,0.977543
2/22/2022 7:00,1.98198,-18.6951,58.6445,53.1171,0.2995,4.5035,24.0018,0.923878
2/22/2022 8:00,1.94072,-18.5015,133.867,138.791,0.508441,11.5876,60.0357,0.906982
2/22/2022 9:00,1.8479,-18.2314,152.051,177.964,0.774526,13.7489,79.9851,0.895671
2/22/2022 10:00,1.9838,-16.9409,387.858,407.377,13.8784,33.5848,165.846,0.896461
2/22/2022 11:00,1.78147,-15.496,596.216,591.34,163.909,49.8064,219.091,0.852688
2/22/2022 12:00,1.71482,-14.7885,578.147,576.329,131.499,49.4795,237.326,0.926695
2/22/2022 13:00,1.80944,-14.4958,575.35,560.643,191.865,46.6331,182.4,0.784023
2/22/2022 14:00,1.5675,-14.2218,337.413,356.115,37.0523,28.8813,136.37,0.84069
2/22/2022 15:00,1.45832,-14.4725,234.382,232.238,14.1134,19.9068,91.5266,0.806673
2/22/2022 16:00,1.56311,-15.0258,93.0081,91.5796,1.68889,7.47326,36.3656,0.807741
2/22/2022 17:00,1.59163,-15.6972,7.9463,8.89157,0.847109,-0.0086,4.35728,0.84979
2/22/2022 18:00,1.33664,-15.9069,0,0,0.341985,-0.0086,0,0.99
2/22/2022 19:00,1.40639,-15.9711,0,0,0.373916,-0.0086,0,0.99
2/22/2022 20:00,1.67638,-16.1739,0,0,0.443621,-0.0086,0,0.99
2/22/2022 21:00,1.46522,-16.0676,0,0,0.457757,-0.0086,0,0.99
2/22/2022 22:00,1.45976,-16.0787,0,0,0.344603,-0.0086,0,0.99
2/22/2022 23:00,1.99688,-16.6741,0,0,0.298364,-0.0086,0,0.99
2/23/2022 0:00,1.53546,-17.0976,0,0,0.313669,-0.0086,0,0.99
2/23/2022 1:00,1.45569,-17.7159,0,0,0.280829,-0.0086,0,0.99
2/23/2022 2:00,1.00461,-18.2745,0,0,0.364582,-0.0086,0,0.99
2/23/2022 3:00,1.19901,-18.6781,0,0,0.399043,-0.0086,0,0.99
2/23/2022 4:00,1.61554,-19.3034,0,0,0.307788,-0.0086,0,0.99
2/23/2022 5:00,1.76049,-19.2228,0,0,0.291474,-0.0086,0,0.99
2/23/2022 6:00,1.74265,-19.383,11.2892,13.9502,0.276731,0.403144,7.34632,0.986988
2/23/2022 7:00,1.92353,-19.2515,147.418,79.698,27.4809,9.15696,31.6652,0.96712
2/23/2022 8:00,1.92356,-18.5506,375.962,247.627,163.024,28.5659,76.7608,0.942112
2/23/2022 9:00,1.34545,-16.2218,642.275,445.231,492.541,49.6748,142.783,0.943402
2/23/2022 10:00,1.56762,-14.8843,794.599,640.11,853.657,61.8874,187.136,0.867015
2/23/2022 11:00,1.77059,-14.6464,711.399,692.746,482.081,58.4686,235.698,0.822247
2/23/2022 12:00,2.06426,-13.8661,726.885,721.534,542.751,60.6491,258.482,0.848689
2/23/2022 13:00,1.4648,-12.9225,751.637,684.691,712.611,59.9231,206.564,0.818703
2/23/2022 14:00,1.53455,-13.1809,531.604,447.159,331.467,41.3091,128.635,0.78191
2/23/2022 15:00,1.87659,-13.3766,461.541,325.938,212.988,35.6499,103.56,0.725781
2/23/2022 16:00,1.93117,-14.2697,178.192,124.386,47.9811,10.5435,39.1198,0.779848
2/23/2022 17:00,1.97669,-15.1823,11.7214,13.9872,0.596639,0.392939,7.08726,0.914791
2/23/2022 18:00,1.23482,-15.2432,0,0,0.298539,-0.0086,0,0.99
2/23/2022 19:00,1.45722,-15.831,0,0,0.483838,-0.0086,0,0.99
2/23/2022 20:00,1.70262,-16.0981,0,0,0.25457,-0.0086,0,0.99
2/23/2022 21:00,1.24538,-15.7428,0,0,0.538276,-0.0086,0,0.99
2/23/2022 22:00,0.534251,-15.5832,0,0,0.471626,-0.0086,0,0.99
2/23/2022 23:00,0.476555,-15.4747,0,0,0.148921,-0.0086,0,0.99
2/24/2022 0:00,0.562384,-15.36,0,0,0.158694,-0.0086,0,0.99
2/24/2022 1:00,0.759291,-15.3235,0,0,0.499806,-0.0086,0,0.99
2/24/2022 2:00,1.25949,-15.3904,0,0,0.517166,-0.0086,0,0.99
2/24/2022 3:00,1.61364,-15.695,0,0,0.387526,-0.0086,0,0.99
2/24/2022 4:00,1.38447,-16.2376,0,0,0.349575,-0.0086,0,0.99
2/24/2022 5:00,1.37256,-16.8308,0,0,0.435332,-0.0086,0,0.99
2/24/2022 6:00,0.231575,-16.9459,4.02056,3.84427,0.441179,-0.0086,2.44919,0.99
2/24/2022 7:00,0.385049,-16.2644,141.073,80.5421,74.2444,5.76902,21.0683,0.823199
2/24/2022 8:00,1.14295,-13.8675,648.716,348.002,602.705,45.4389,47.3549,0.772446
2/24/2022 9:00,1.11866,-12.0138,854.907,531.064,896.745,63.3875,129.883,0.868289
2/24/2022 10:00,0.869203,-7.86815,843.79,668.824,987.754,66.0522,197.186,0.894608
2/24/2022 11:00,1.33398,-7.25763,794.982,754.214,1021.72,65.7263,254.174,0.882697
2/24/2022 12:00,1.95464,-5.82439,778.327,766.698,1017.91,65.3743,268.994,0.87747
2/24/2022 13:00,2.1141,-5.64365,816.587,716.505,1016.11,65.1631,217.743,0.86594
2/24/2022 14:00,1.59122,-4.25794,864.791,597.207,982.396,64.4703,139.933,0.799722
2/24/2022 15:00,1.03494,-3.22218,761.163,406.916,710.759,55.4126,90.5006,0.612402
2/24/2022 16:00,1.73024,-4.50041,594.685,233.293,507.09,14.4371,31.2105,0.560611
2/24/2022 17:00,1.80853,-6.6722,167.333,33.9155,143.892,3.34196,4.3078,0.424341
2/24/2022 18:00,1.07746,-8.51597,0,0,0.266433,-0.0086,0,0.99
2/24/2022 19:00,0.932296,-10.2794,0,0,0.224209,-0.0086,0,0.99
2/24/2022 20:00,0.946249,-11.6984,0,0,0.410731,-0.0086,0,0.99
2/24/2022 21:00,0.879251,-12.3535,0,0,0.335702,-0.0086,0,0.99
2/24/2022 22:00,1.05202,-12.2607,0,0,0.289465,-0.0086,0,0.99
2/24/2022 23:00,1.19596,-11.7687,0,0,0.271319,-0.0086,0,0.99
2/25/2022 0:00,0.699607,-12.8224,0,0,0.26429,-0.0086,0,0.99
2/25/2022 1:00,0.622273,-13.578,0,0,0.137579,-0.0086,0,0.99
2/25/2022 2:00,0.606893,-13.9948,0,0,0.127721,-0.0086,0,0.99
2/25/2022 3:00,0.838616,-14.9503,0,0,0.368157,-0.0086,0,0.99
2/25/2022 4:00,0.885697,-15.1788,0,0,0.4294,-0.0086,0,0.99
2/25/2022 5:00,0.748449,-15.0673,0,0,0.235726,-0.0086,0,0.99
2/25/2022 6:00,0.875802,-14.9367,41.0734,6.66029,48.7731,-0.0086,2.56761,0.99
2/25/2022 7:00,0.609733,-11.3351,557.926,131.959,568.217,8.96715,15.208,0.876413
2/25/2022 8:00,0.546234,-5.82285,813.942,337.682,836.447,57.0977,50.725,0.855796
2/25/2022 9:00,1.28088,-5.07686,884.407,529.966,937.769,65.6058,131.8,0.858312
2/25/2022 10:00,1.65309,-5.29927,853.772,682.008,977.847,66.3999,193.345,0.851054
2/25/2022 11:00,1.61674,-3.85517,815.289,772.67,995.494,66.6854,247.974,0.836327
2/25/2022 12:00,1.31917,-0.858059,853.143,840.18,983.987,70.6159,274.458,0.809576
2/25/2022 13:00,1.47013,-1.23616,809.227,718.237,875.554,64.2269,209.28,0.812078
2/25/2022 14:00,1.76626,-2.28401,395.842,361.142,184.05,31.4434,110.168,0.760462
2/25/2022 15:00,2.00436,-3.76045,159.453,177.048,3.4331,13.9038,71.3451,0.796853
2/25/2022 16:00,1.90095,-4.50512,78.9496,84.6558,0.760384,6.51992,34.1882,0.807661
2/25/2022 17:00,1.46717,-5.24806,22.0881,22.2595,0.702806,1.11682,9.54043,0.795974
2/25/2022 18:00,0.936669,-6.05451,0,0,0.27219,-0.0086,0,0.99
2/25/2022 19:00,0.33354,-6.8313,0,0,0.327326,-0.0086,0,0.99
2/25/2022 20:00,0.805671,-7.62391,0,0,0.282048,-0.0086,0,0.99
2/25/2022 21:00,0.780738,-9.21421,0,0,0.419016,-0.0086,0,0.99
2/25/2022 22:00,0.585978,-10.0265,0,0,0.431491,-0.0086,0,0.99
2/25/2022 23:00,1.12376,-9.52917,0,0,0.527894,-0.0086,0,0.99
2/26/2022 0:00,1.35486,-9.50821,0,0,0.308833,-0.0086,0,0.99
2/26/2022 1:00,1.22707,-10.3014,0,0,0.151276,-0.0086,0,0.99
2/26/2022 2:00,1.52334,-9.09913,0,0,0.111581,-0.0086,0,0.99
2/26/2022 3:00,1.56805,-7.88501,0,0,0.162354,-0.0086,0,0.99
2/26/2022 4:00,1.2086,-9.77614,0,0,0.237034,-0.0086,0,0.99
2/26/2022 5:00,1.51266,-9.74868,0,0,0.138713,-0.0086,0,0.99
2/26/2022 6:00,1.38837,-10.077,76.7872,8.62435,95.2866,0.069188,2.34829,0.909992
2/26/2022 7:00,1.68104,-5.61955,646.219,144.898,696.947,8.38413,11.6901,0.831523
2/26/2022 8:00,1.6187,-2.50643,865.562,355.935,926.613,60.544,50.7488,0.824526
2/26/2022 9:00,2.11652,-1.4752,914.429,546.497,1015.81,67.4735,129.224,0.835185
2/26/2022 10:00,1.56934,0.500251,859.158,683.192,1048.31,66.0748,177.724,0.821423
2/26/2022 11:00,1.52693,1.82794,809.758,767.065,1070.57,66.0968,239.755,0.803771
2/26/2022 12:00,1.55256,2.58177,796.064,784.094,1072.59,65.4274,244.467,0.784488
2/26/2022 13:00,1.25564,3.9504,829.146,727.672,1053.21,64.8104,191.061,0.754394
2/26/2022 14:00,1.09584,4.59882,879.463,608.531,1016.25,64.6579,121.527,0.681634
2/26/2022 15:00,1.22731,4.35765,867.013,433.933,929.652,61.5801,69.8194,0.480968
2/26/2022 16:00,2.63057,1.02132,716.581,227.343,747.836,9.84506,10.4711,0.397203
2/26/2022 17:00,1.15443,-1.45143,210.349,38.1953,189.106,4.02855,3.48791,0.313159
2/26/2022 18:00,0.937811,-3.43676,0,0.00278985,0.208418,-0.0086,0,0.99
2/26/2022 19:00,0.897302,-3.98679,0,0,0.0417883,-0.0086,0,0.99
2/26/2022 20:00,0.864861,-3.9326,0,0,0.081919,-0.0086,0,0.99
2/26/2022 21:00,0.916204,-5.80314,0,0,0.242704,-0.0086,0,0.99
2/26/2022 22:00,0.967102,-6.1836,0,0,0.0952668,-0.0086,0,0.99
2/26/2022 23:00,0.939148,-6.22014,0,0,0.00497268,-0.0086,0,0.99
2/27/2022 0:00,0.860382,-5.06353,0,0,0.017012,-0.0086,0,0.99
2/27/2022 1:00,1.04018,-3.69544,0,0,0.0358559,-0.0086,0,0.99
2/27/2022 2:00,1.45571,-2.66099,0,0,0.0840998,-0.0086,0,0.99
2/27/2022 3:00,1.58259,-1.64557,0,0,0.159303,-0.0086,0,0.99
2/27/2022 4:00,0.443276,-5.05498,0,0,0.023904,-0.0086,0,0.99
2/27/2022 5:00,0.730286,-5.55598,0,0,0.0731952,-0.0086,0,0.99
2/27/2022 6:00,0.502397,-6.35826,89.4319,9.96915,110.851,0.172631,2.52995,0.852969
2/27/2022 7:00,1.02846,1.46008,649.21,149.013,702.843,8.19023,11.8154,0.786718
2/27/2022 8:00,1.28278,4.97653,868.106,359.843,927.265,61.1149,54.3715,0.770016
2/27/2022 9:00,0.591254,9.28287,912.88,547.03,1013.77,67.2137,119.267,0.759195
2/27/2022 10:00,0.855547,11.3778,861.55,686.349,1054.01,64.9898,150.543,0.690185
2/27/2022 11:00,1.40258,11.2853,809.383,767.096,1071.45,62.3045,169.861,0.56785
2/27/2022 12:00,1.25871,12.7124,795.74,783.54,1075.24,58.6623,122.05,0.392008
2/27/2022 13:00,1.17591,13.8525,827.724,728.833,1061.61,57.4806,60.711,0.232006
2/27/2022 14:00,1.15584,14.4717,877.715,613.021,1032.84,59.679,33.5262,0.163126
2/27/2022 15:00,1.09522,14.6285,885.475,442.843,967.464,60.224,21.611,0.118577
2/27/2022 16:00,0.976884,14.0021,663.518,222.191,682.613,9.5236,6.46608,0.0902071
2/27/2022 17:00,1.22091,10.6763,201.791,45.0754,163.191,4.63365,3.04185,0.0437957
2/27/2022 18:00,0.924972,5.44296,0,0,0.142289,-0.0086,0,0.99
2/27/2022 19:00,2.05571,4.08276,0,0,0.0902938,-0.0086,0,0.99
2/27/2022 20:00,2.81994,5.41367,0,0,0.0553976,-0.0086,0,0.99
2/27/2022 21:00,0.84574,3.47266,0,0,0.193325,-0.0086,0,0.99
2/27/2022 22:00,0.820738,2.76496,0,0,0.0403051,-0.0086,0,0.99
2/27/2022 23:00,1.1653,1.95507,0,0,0.0503376,-0.0086,0,0.99
2/28/2022 0:00,1.16793,1.09951,0,0,0.0708671,-0.0086,0,0.99
2/28/2022 1:00,0.927784,1.5951,0,0,0.0157034,-0.0086,0,0.99
2/28/2022 2:00,2.7648,4.9307,0,0,0.025387,-0.0086,0,0.99
2/28/2022 3:00,3.08493,5.23434,0,0,0.00148308,-0.0086,0,0.99
2/28/2022 4:00,4.69278,6.76141,0,0,0.0368153,-0.0086,0,0.99
2/28/2022 5:00,4.35782,6.65532,0,0,0.016663,-0.0086,0,0.99
2/28/2022 6:00,4.64051,6.01325,4.39945,5.09465,0.0738055,-0.0086,1.0876,0.205363
2/28/2022 7:00,5.38243,6.9713,156.606,84.461,75.9454,6.42546,10.9878,0.212445
2/28/2022 8:00,5.54409,9.39436,730.296,322.216,746.224,49.4949,17.9584,0.214052
2/28/2022 9:00,3.58084,12.3058,898.337,549.236,1009.55,61.181,34.7451,0.191083
2/28/2022 10:00,2.33924,14.0232,852.955,689.058,1054.57,58.1019,41.3027,0.173947
2/28/2022 11:00,1.85671,14.6492,806.328,769.803,1072.44,55.3826,51.788,0.170522
2/28/2022 12:00,1.72096,15.731,791.561,780.401,1069.39,54.4329,52.8157,0.170349
2/28/2022 13:00,1.69551,17.2495,818.706,721.38,1046.64,55.984,45.07,0.171541
2/28/2022 14:00,4.77954,17.3128,871.843,610.674,1023.86,59.1869,34.6707,0.172009
2/28/2022 15:00,5.15835,16.4905,883.079,443.716,963.553,59.9775,23.6873,0.134618
2/28/2022 16:00,2.66834,16.4102,769.393,242.468,829.892,8.96868,5.73355,0.0977262
2/28/2022 17:00,3.49371,14.3462,271.023,46.3841,264.75,4.48954,1.9174,0.0237448
2/28/2022 18:00,2.06269,11.7902,0,0.0200761,0.08218,-0.0086,0,0.01
2/28/2022 19:00,2.40384,10.2651,0,0,0.00950912,-0.0086,0,0.99
2/28/2022 20:00,4.00442,10.8417,0,0,0.00209377,-0.0086,0,0.99
2/28/2022 21:00,3.77283,10.6795,0,0,0.0154416,-0.0086,0,0.99
2/28/2022 22:00,4.00107,10.5196,0,0,0.00977092,-0.0086,0,0.99
2/28/2022 23:00,3.55591,9.62281,0,0,0,-0.0086,0,0.99
3/1/2022 0:00,4.19037,10.2836,0,0,0.00427472,-0.0086,0,0.99
3/1/2022 1:00,6.37942,11.1822,0,0,0.0119518,-0.0086,0,0.99
3/1/2022 2:00,6.48405,11.251,0,0,0.0325404,-0.0086,0,0.99
3/1/2022 3:00,5.33059,11.1891,0,0,0.0476332,-0.0086,0,0.99
3/1/2022 4:00,5.45889,11.2912,0,0,0.0191055,-0.0086,0,0.99
3/1/2022 5:00,6.17715,11.2284,0,0,8.72E-05,-0.0086,0,0.99
3/1/2022 6:00,5.94696,11.3738,105.872,11.8449,131.247,0.277855,1.25121,0.25274
3/1/2022 7:00,2.99444,12.5201,649.313,152.212,706.532,7.76015,5.72882,0.22343
3/1/2022 8:00,1.71192,13.1496,845.905,357.262,910.123,57.6317,18.8933,0.193906
3/1/2022 9:00,2.48537,14.7826,878.944,539.878,990.181,59.7875,31.455,0.184641
3/1/2022 10:00,2.00902,16.6282,835.724,678.273,1030.29,57.0105,41.4635,0.178215
3/1/2022 11:00,2.1141,17.9183,792.44,757.548,1051.02,54.508,52.1994,0.175071
3/1/2022 12:00,1.92638,18.779,778.938,768.82,1047.43,53.6192,52.8798,0.173419
3/1/2022 13:00,1.21751,20.3509,807.241,711.998,1029.21,55.2487,44.7842,0.173443
3/1/2022 14:00,1.41033,20.5092,854.19,599.032,999.189,58.1213,33.6218,0.169961
3/1/2022 15:00,1.44358,20.3797,861.103,434.484,935.729,58.6349,22.6628,0.130705
3/1/2022 16:00,1.50237,19.8358,734.765,235.427,785.593,8.75252,5.72787,0.0951043
3/1/2022 17:00,2.99687,16.4495,268.338,46.5183,260.673,4.49076,1.89866,0.0218774
3/1/2022 18:00,3.74088,13.975,0,0.0443298,0.250118,-0.0086,0,0.01
3/1/2022 19:00,3.71856,12.6493,0,0,0.00497263,-0.0086,0,0.99
3/1/2022 20:00,4.07698,12.5473,0,0,0.0226823,-0.0086,0,0.99
3/1/2022 21:00,4.00901,11.8353,0,0,0.00174478,-0.0086,0,0.99
3/1/2022 22:00,4.22601,11.6884,0,0,0.00863672,-0.0086,0,0.99
3/1/2022 23:00,3.70082,10.8772,0,0,0.00130858,-0.0086,0,0.99
