Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,,,,,,,,,,
Measured,724666,DENVER/CENTENNIAL [GOLDEN - NREL],CO,USA,39.742,-105.179,-7,1829,,,,,,,,,,
Year,Month,Day,Hour,Wspd,Tdry,POA,Albedo
2021,8,11,11,1.9593629766666667,29.902941055555555,945.3274783333333,0.99
2021,8,11,12,2.4271346033333336,31.59558183333333,941.8492600000001,0.99
2021,8,11,13,2.3970137,32.76697677777778,934.9956883333333,0.99
2021,8,11,14,2.5422160183333333,33.124498611111115,904.4992450000001,0.99
2021,8,11,15,2.37972845,33.16010111111111,835.1230449999999,0.99
2021,8,11,16,1.821567905,32.86799477777778,686.5980383333333,0.99
2021,8,11,17,1.4874888683333334,32.09028461111111,246.43180816666666,0.99
2021,8,11,18,1.0426592633333334,29.364976277777778,39.540182466666664,0.99
2021,8,11,19,2.3749952666666667,27.304185500000003,0.3781481836491228,0.21435585499999998
2021,8,11,20,1.2708637961666667,24.94099061111111,0.06191672948333329,0.10920647090909089
2021,8,11,21,2.440827816666667,24.60176872222222,0.04035007634999997,0.10010851833333333
2021,8,11,22,3.0045883166666667,24.08086888888889,0.028545317016666634,0.01
2021,8,11,23,2.264345415,22.577195666666668,0.03279925893333329,0.01
2021,8,12,0,1.5200845383333332,20.935737444444445,0.03777092616666663,0.11446740333333333
2021,8,12,1,3.5916816833333334,22.56965838888889,0.04109364983333331,0.314821265
2021,8,12,2,4.1860226166666665,23.03141822222222,0.037284625999999974,0.01
2021,8,12,3,2.68642608,22.15961777777778,0.03786552966666663,0.01
2021,8,12,4,2.113800348333333,21.0477325,0.04442597616666663,0.15740091833333333
2021,8,12,5,1.1286805033333331,18.54298533333333,30.95700366762712,0.99
2021,8,12,6,0.7212036783333333,20.57471138888889,347.11875833333335,0.99
2021,8,12,7,1.0868907433333335,24.67819022222222,737.426195,0.99
2021,8,12,8,3.1129558833333335,25.150427444444446,869.9079416666666,0.99
2021,8,12,9,3.6564519499999997,25.853850944444446,915.4974933333334,0.99
2021,8,12,10,2.9367964666666664,26.57908133333333,930.4551749999999,0.99
2021,8,12,11,3.0144137,27.61305966666667,929.4807816666668,0.99
2021,8,12,12,3.2830464166666666,28.17859383333333,923.401935,0.99
2021,8,12,13,2.9744002,28.516300055555558,916.1695516666666,0.99
2021,8,12,14,2.7411276,28.444213333333334,901.1861,0.99
2021,8,12,15,2.1239247783333335,28.54545988888889,836.9489133333333,0.99
2021,8,12,16,1.8141137616666667,28.112957444444444,686.16986,0.99
2021,8,12,17,1.5578272333333334,27.35772161111111,235.8849075,0.99
2021,8,12,18,0.9745559576666666,25.637408277777777,33.76231705,0.99
2021,8,12,19,1.45186927,23.457712277777777,0.37144786551724135,0.2573188
2021,8,12,20,1.15545419,23.95334838888889,0.04037437736379306,0.01
2021,8,12,21,1.4367223433333334,23.419673833333334,0.0412813644833333,0.01
2021,8,12,22,2.0945031416666664,22.10533988888889,0.03539853398333328,0.01
2021,8,12,23,0.7384863318333333,20.489122666666667,0.033753091166666624,0.01
2021,8,13,0,1.0950556383333334,19.634406444444444,0.048264552833333293,0.04293107166666666
2021,8,13,1,1.7542100316666667,18.978854833333333,0.04675170566666662,0.01
2021,8,13,2,1.4401622216666667,18.47505788888889,0.05304526099999996,0.01
2021,8,13,3,1.177976565,17.169468722222224,0.04613083996666664,0.08587077
2021,8,13,4,1.5997463316666665,16.124741944444445,0.03548429171666663,0.3006117483333333
2021,8,13,5,0.9229188999999999,15.721045333333334,38.930050390032754,0.99
2021,8,13,6,0.8856165243333333,18.17795011111111,345.41416166666664,0.99
2021,8,13,7,0.960329265,20.813454555555555,734.7698333333334,0.99
2021,8,13,8,1.7936262116666666,21.789349833333336,918.6425466666666,0.99
2021,8,13,9,1.6279885816666666,23.436316666666666,961.5599866666668,0.99
2021,8,13,10,1.90872633,24.597763222222223,954.6083983333334,0.99
2021,8,13,11,2.201464113333333,25.492506833333334,940.2874633333333,0.99
2021,8,13,12,2.1683276433333334,26.83250772222222,946.30682,0.99
2021,8,13,13,2.3908207566666664,27.56900488888889,958.6239549999999,0.99
2021,8,13,14,1.46833741,28.184211,547.23676,0.99
2021,8,13,15,1.5754878833333334,27.065099333333333,121.64528783333334,0.99
2021,8,13,16,1.5187708533333333,27.93062077777778,512.0530133333333,0.99
2021,8,13,17,0.9772752066666667,27.216174277777778,178.79769816666666,0.99
2021,8,13,18,0.965826135,25.5411045,29.773525936666665,0.99
