Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,,,,,,,,,,
Measured,724666,DENVER/CENTENNIAL [GOLDEN - NREL],CO,USA,39.742,-105.179,-7,1829,,,,,,,,,,
Year,Month,Day,Hour,Wspd,Tdry,POA,Albedo
2021,6,1,0,0.8299667851666667,7.004508433333333,2.4182484902166665,0.8598869733333333
2021,6,1,1,1.4320497533333334,6.888138533333334,2.4334481456166666,0.8598799116666667
2021,6,1,2,1.4143499183333332,6.628052733333333,2.4308551267833334,0.859874495
2021,6,1,3,1.1651947306666666,6.477649261111111,2.4154286700666665,0.8598760649999999
2021,6,1,4,0.7549566333333334,6.292297555555555,7.6487137916181815,1.3185908516666667
2021,6,1,5,0.8213052563333334,9.533252000000001,236.49333503333332,23.444816983333332
2021,6,1,6,0.41830661199999997,14.18653661111111,787.4557513333333,68.32327433333333
2021,6,1,7,1.1557003066666667,15.156197666666666,1061.7431525,107.40883950000001
2021,6,1,8,2.7976120566666665,14.877444,918.3736653333334,120.60336133333334
2021,6,1,9,1.7215851733333334,15.633142833333332,578.9997176666666,91.24807
2021,6,1,10,1.3830055333333333,16.833967722222223,704.0547928333333,104.95015716666667
2021,6,1,11,2.045125805,18.42562472222222,1052.821259,153.570518
2021,6,1,12,2.1870455833333335,18.674054666666667,707.5900184999999,106.20716116666668
2021,6,1,13,3.9983869,13.958573777777778,152.5798926,24.563708866666666
2021,6,1,14,2.2730516350000003,16.703394944444444,356.30902233333336,58.62789238333333
2021,6,1,15,2.6948545050000003,15.060685888888889,94.190917,16.12606855
2021,6,1,16,3.0510326500000002,14.940548333333334,389.30713883333334,48.193207550000004
2021,6,1,17,2.177899951666667,16.2336095,272.49957866666665,38.0132305
2021,6,1,18,2.061521845,15.659003777777777,74.63530245000001,12.861825416666667
2021,6,1,19,0.8654026331666667,13.76463622222222,6.544518002487006,0.6868972583333334
2021,6,1,20,1.6295341133333332,12.6804425,2.30708394813,0.6299947216666666
2021,6,1,21,1.9926775533333334,12.382079222222222,2.3361931947570618,0.5155434316666666
2021,6,1,22,2.0256379166666667,12.008548222222222,2.337439192511494,0.4439610833333333
2021,6,1,23,2.818799266666667,12.2321545,2.3383719884833334,0.28642873333333335
2021,6,2,0,2.1027337833333335,11.623606944444445,2.3590504414,0.3150730266666667
2021,6,2,1,2.28202675,11.313414277777778,2.3514679985,0.329395325
2021,6,2,2,2.21283468,11.433233166666668,2.34479144295,0.25779204
2021,6,2,3,2.1430950199999996,10.93878961111111,2.3620720251366665,0.515610505
2021,6,2,4,2.4142238333333332,11.216566,9.318721129281549,1.47527495
2021,6,2,5,1.83363455,11.795529222222223,80.49076110000001,11.256706133333333
2021,6,2,6,1.7611457316666665,14.192521611111111,446.40389716666664,44.829479500000005
2021,6,2,7,1.0418821871666666,18.210180333333334,943.0294951666666,96.93690433333333
2021,6,2,8,1.70862431,18.979397666666667,1153.2366685,131.87437683333334
2021,6,2,9,2.329887175,20.06317072222222,1202.403857,159.23637
2021,6,2,10,2.115463805,21.262130444444445,1078.1067196666665,153.067979
2021,6,2,11,2.0259804316666665,21.626814777777778,1079.6251293333332,161.38301366666667
2021,6,2,12,2.6485917349999997,22.07201461111111,1089.9345851666667,159.7331685
2021,6,2,13,2.6176669633333334,22.20886361111111,1141.7227703333333,163.73517166666667
2021,6,2,14,2.4183678416666665,22.593330833333333,1058.6605124999999,139.81905416666666
2021,6,2,15,2.221792231666667,22.43850122222222,896.5301063333334,113.2254565
2021,6,2,16,1.8339797866666667,22.76761561111111,951.3596765000001,102.93784550000001
2021,6,2,17,1.387134145,22.392857944444447,440.4696701666667,59.335095
2021,6,2,18,0.7462341815,21.38404116666667,48.3346684,8.786724
2021,6,2,19,0.9030000253333333,18.583119,6.530802821403508,0.6146853983333334
2021,6,2,20,1.0439328688333334,16.16089888888889,2.2686361486666664,0.18603227833333333
2021,6,2,21,0.9434806483333333,14.423676888888888,2.2829781768,0.42946798499999994
2021,6,2,22,1.14513179,13.4357665,2.298120197083333,0.45820314999999995
2021,6,2,23,1.4194041966666666,13.313522722222222,2.31511131665,0.673010435
2021,6,3,0,1.4276173233333334,12.773908777777779,2.3241625577,0.257747715
2021,6,3,1,1.2497521116666666,12.616734722222223,2.3272983555932205,0.8019904566666667
2021,6,3,2,1.1490853166666668,11.911284444444444,2.332618648683333,0.5585308916666667
2021,6,3,3,1.2879853133333332,11.484031,2.347361481,0.5585341533333333
2021,6,3,4,1.2403231916666668,11.783545111111112,7.313323822701259,1.2459688883333333
2021,6,3,5,1.0913875216666669,13.962381444444445,224.38467366666666,24.273588183333334
2021,6,3,6,1.3844006433333333,17.993191055555556,741.8661608333334,68.37853616666666
2021,6,3,7,1.1738893616666666,20.724655277777778,1004.3849021666666,105.20258033333333
2021,6,3,8,1.3041819816666667,21.97684027777778,1116.3194315,132.95305166666668
2021,6,3,9,1.4825106633333334,23.455091666666664,1113.62213,146.28535666666667
2021,6,3,10,2.0811160566666667,24.256493444444445,1119.5282361666668,159.04548333333332
2021,6,3,11,2.514183205,24.89676327777778,1106.6700038333333,164.288455
2021,6,3,12,2.228384865,25.625695277777776,1101.3907646666667,163.58455666666666
2021,6,3,13,2.2873831566666665,25.945442555555555,1093.052228,156.33896000000001
2021,6,3,14,1.9668476499999998,26.46134055555556,1075.9795146666665,144.04182666666665
2021,6,3,15,1.87940511,26.663321777777774,1033.6450351666667,124.81516
2021,6,3,16,1.7862966533333333,26.406394388888888,932.4824516666667,97.87268183333335
