Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed Units,Surface Albedo Units,Version
NSRDB,146288,GOLDEN,CO,USA,39.77,-105.22,-7,1879,-7,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,N/A,3.2.0
Year,Month,Day,Hour,DHI,DNI,Albedo,Wspd,Tdry,GHI,,,,,,,,,,
2022,1,1,0,0,0,0.87,3.6,-7,0,,,,,,,,,,
2022,1,1,1,0,0,0.87,3.5,-6,0,,,,,,,,,,
2022,1,1,2,0,0,0.87,3.2,-6,0,,,,,,,,,,
2022,1,1,3,0,0,0.87,2.9,-5,0,,,,,,,,,,
2022,1,1,4,0,0,0.87,2.7,-5,0,,,,,,,,,,
2022,1,1,5,0,0,0.87,2.7,-5,0,,,,,,,,,,
2022,1,1,6,0,0,0.87,2.7,-5,0,,,,,,,,,,
2022,1,1,7,0,0,0.87,2.6,-4,0,,,,,,,,,,
2022,1,1,8,64,159,0.87,2.4,-1,92,,,,,,,,,,
2022,1,1,9,53,850,0.87,1.9,1,311,,,,,,,,,,
2022,1,1,10,63,918,0.87,1.5,3,429,,,,,,,,,,
2022,1,1,11,68,944,0.87,1,4,493,,,,,,,,,,
2022,1,1,12,69,941,0.87,0.6,5,497,,,,,,,,,,
2022,1,1,13,66,913,0.87,0.5,5,440,,,,,,,,,,
2022,1,1,14,59,843,0.87,0.6,4,329,,,,,,,,,,
2022,1,1,15,44,687,0.87,0.4,1,177,,,,,,,,,,
2022,1,1,16,15,268,0.87,0.3,0,24,,,,,,,,,,
2022,1,1,17,0,0,0.87,0.4,0,0,,,,,,,,,,
2022,1,1,18,0,0,0.87,0.5,-1,0,,,,,,,,,,
2022,1,1,19,0,0,0.87,0.8,-2,0,,,,,,,,,,
2022,1,1,20,0,0,0.87,1.1,-2,0,,,,,,,,,,
2022,1,1,21,0,0,0.87,1.2,-2,0,,,,,,,,,,
2022,1,1,22,0,0,0.87,1.3,-2,0,,,,,,,,,,
2022,1,1,23,0,0,0.87,1.2,-2,0,,,,,,,,,,
2022,1,2,0,0,0,0.87,1,-2,0,,,,,,,,,,
2022,1,2,1,0,0,0.87,0.7,-2,0,,,,,,,,,,
2022,1,2,2,0,0,0.87,0.5,-2,0,,,,,,,,,,
2022,1,2,3,0,0,0.87,0.3,-2,0,,,,,,,,,,
2022,1,2,4,0,0,0.87,0.3,-2,0,,,,,,,,,,
2022,1,2,5,0,0,0.87,0.3,-2,0,,,,,,,,,,
2022,1,2,6,0,0,0.87,0.4,-2,0,,,,,,,,,,
2022,1,2,7,0,0,0.87,0.6,-1,0,,,,,,,,,,
2022,1,2,8,39,562,0.87,1.2,0,135,,,,,,,,,,
2022,1,2,9,64,682,0.87,1.9,1,271,,,,,,,,,,
2022,1,2,10,73,775,0.87,2.1,2,383,,,,,,,,,,
2022,1,2,11,110,692,0.87,2.5,3,423,,,,,,,,,,
2022,1,2,12,181,418,0.87,3.1,3,371,,,,,,,,,,
2022,1,2,13,80,763,0.87,3,2,394,,,,,,,,,,
2022,1,2,14,65,838,0.87,2.4,1,336,,,,,,,,,,
2022,1,2,15,46,706,0.87,1.8,0,184,,,,,,,,,,
2022,1,2,16,15,307,0.87,1.4,-1,27,,,,,,,,,,
2022,1,2,17,0,0,0.87,1.2,-2,0,,,,,,,,,,
2022,1,2,18,0,0,0.87,1,-2,0,,,,,,,,,,
2022,1,2,19,0,0,0.87,0.9,-3,0,,,,,,,,,,
2022,1,2,20,0,0,0.87,1.2,-3,0,,,,,,,,,,
2022,1,2,21,0,0,0.87,1.6,-4,0,,,,,,,,,,
2022,1,2,22,0,0,0.87,1.8,-5,0,,,,,,,,,,
2022,1,2,23,0,0,0.87,1.9,-6,0,,,,,,,,,,
2022,1,3,0,0,0,0.87,1.9,-6,0,,,,,,,,,,
2022,1,3,1,0,0,0.87,1.8,-6,0,,,,,,,,,,
2022,1,3,2,0,0,0.87,1.7,-6,0,,,,,,,,,,
2022,1,3,3,0,0,0.87,1.6,-5,0,,,,,,,,,,
2022,1,3,4,0,0,0.87,1.4,-5,0,,,,,,,,,,
2022,1,3,5,0,0,0.87,1.3,-5,0,,,,,,,,,,
2022,1,3,6,0,0,0.87,1.2,-5,0,,,,,,,,,,
2022,1,3,7,0,0,0.87,1.3,-5,0,,,,,,,,,,
2022,1,3,8,48,603,0.87,1.8,-2,151,,,,,,,,,,
2022,1,3,9,75,761,0.87,2.1,0,307,,,,,,,,,,
2022,1,3,10,105,633,0.87,2.2,0,358,,,,,,,,,,
