724666, DENVER/CENTENNIAL [GOLDEN - NREL], CO, -7, 39.742,-105.179, 1829
Date (MM/DD/YYYY),Time (HH:MM),Wspd (m/s),Dry-bulb (C),DHI (W/m^2),DNI (W/m^2),GHI (W/m^2),Alb (unitless)
01/10/1987,16:00,0.6897500568333332,30.213500777777778,164.66996666666668,323.2820381833333,323.05775,69.630914
01/10/1987,17:00,1.7354343816666666,29.695565666666667,113.07774666666667,427.520046,246.30476666666667,53.830244666666665
01/10/1987,18:00,1.4800490283333334,28.17266388888889,35.59694666666667,558.48605,127.394065,15.295859783333333
01/10/1987,19:00,1.9746329633333335,26.13823188888889,5.317911333333333,5.741563833333333,4.42571345,0.9289468683333333
01/10/1987,20:00,3.4337993333333334,27.4297835,0.0,0.09430198333333334,0.0,0.04289913
01/10/1987,21:00,3.31616885,25.014659555555557,0.0,0.07074856666666668,0.0,0.0
01/10/1987,22:00,3.0001757833333333,23.77170411111111,0.0,0.010468316666666666,0.0,0.0
01/10/1987,23:00,1.7485397466666666,22.738648055555554,0.0,0.013521583333333333,0.0,0.029094989830508473
01/10/1987,24:00,0.985122512,20.32502488888889,0.0,0.08287448333333333,0.0,0.20724770172413792
01/11/1987,01:00,1.0967124216666666,19.45346633333333,0.0017055166666666668,0.06839303333333334,0.0,0.37212411333333334
01/11/1987,02:00,1.633284535,19.352624,0.0,0.047805600000000004,0.0,0.4437568266666666
01/11/1987,03:00,1.1521968333333334,17.196892611111114,0.0,0.44856878333333333,0.0,0.10365931896551724
01/11/1987,04:00,1.3906067833333333,14.569039611111112,7.650191683333333,19.6604306,8.058115083333332,1.5464112833333334
01/11/1987,05:00,0.7918052346666666,14.579319777777778,53.232886666666666,360.78865,115.73466166666667,25.072669916666666
01/11/1987,06:00,2.1436069866666667,15.593609055555556,86.85818833333333,639.9523833333334,308.30705,77.80874050000001
01/11/1987,07:00,2.1715586,16.64591338888889,103.07202000000001,785.5784,512.6149333333334,126.79716
01/11/1987,08:00,1.9428015266666667,18.07896477777778,109.09085,874.1029666666667,704.8091499999999,162.27889166666668
01/11/1987,09:00,2.158300533333333,19.21574466666667,110.48328333333333,926.9134,865.2935166666666,187.76582833333336
01/11/1987,10:00,2.8482112833333333,19.78600388888889,114.11580000000001,946.4104166666667,973.4370333333334,203.94485333333333
01/11/1987,11:00,2.5793899366666664,21.04631572222222,115.95885,941.1613833333333,1025.109,210.27162166666668
01/11/1987,12:00,3.07236265,21.65982861111111,115.74289999999999,950.3125833333332,1021.9407,208.573945
01/11/1987,13:00,2.478347705,22.788320722222224,111.84788333333333,937.8385333333333,959.5146,197.08708333333334
01/11/1987,14:00,1.7920643583333333,24.346526555555556,110.44191666666667,905.1023166666668,843.5261833333333,176.77697333333333
01/11/1987,15:00,2.0501512566666666,24.755222,102.09162666666666,864.5318833333333,688.1894833333333,149.4479783333333
01/11/1987,16:00,1.87860502,25.0961135,88.91677666666666,800.2182,502.69193333333334,113.35348416666668
01/11/1987,17:00,2.2198467866666665,24.88215638888889,72.02528166666666,679.1354666666666,303.28326666666663,68.32593083333333
01/11/1987,18:00,1.6202106816666666,24.057336000000003,46.16625333333333,414.68296666666663,116.46397833333334,15.601393199999999
01/11/1987,19:00,1.2164797033333334,20.91737511111111,7.2800256999999995,11.036245416666667,6.998936116666667,1.0578511666666666
01/11/1987,20:00,2.2958179999999997,19.57433766666667,0.0,0.08941708333333334,0.0,0.4721514866666666
01/11/1987,21:00,2.7053155833333333,18.570742944444444,0.0,0.08243838333333334,0.0,0.11448031
01/11/1987,22:00,1.8414177583333333,16.681152277777777,0.0,0.11436636666666668,0.0,0.11450858333333333
01/11/1987,23:00,1.234400765,15.564711777777777,0.0,0.024949616666666667,0.0,0.200403315
01/11/1987,24:00,1.1202103716666665,13.835253222222223,0.0,0.00305325,0.0,0.4152578283333333
01/12/1987,01:00,0.8217387198333334,13.228750944444444,0.0,0.04553725,0.0,0.4296242683333333
01/12/1987,02:00,1.0476442,13.144845722222222,0.0,0.058884399999999996,0.0,0.4869408733333333
01/12/1987,03:00,1.3701834366666668,12.72818538888889,0.0,0.020762266666666664,0.0,0.3580408866666666
01/12/1987,04:00,1.28623993,11.586740833333332,7.463981516666666,44.365200800000004,8.972524033333334,1.5898484966666666
01/12/1987,05:00,0.9749792310000001,14.850751722222222,43.36334166666666,463.76548333333335,121.42976833333334,25.692312916666666
01/12/1987,06:00,0.6932195838333333,19.3961515,66.66564333333334,730.2804666666667,315.61781666666667,79.5566885
