Latitude(deg),Longitude(deg),Time Zone,Tilt(deg),PV Azimuth(deg),Hub_Height,Pitch,RowType(first interior last single),TransmissionFactor(open area fraction),sensorsy(# hor rows in panel),PVfrontSurface(glass or ARglass),PVbackSurface(glass or ARglass),Albedo,Tracking,backtracking
39.742,-105.179,-7,0,180,0.75,2.857142857142857,interior,0,12,glass,glass,,True,True
date,dni,dhi,albedo,decHRs,ghi,inc,zen,azm,pvFrontSH,aveFrontGroundGHI,GTIfrontBroadBand,pvBackSH,aveBackGroundGHI,GTIbackBroadBand,maxShadow,Tamb,VWind,No_1_RowFrontGTI,No_2_RowFrontGTI,No_3_RowFrontGTI,No_4_RowFrontGTI,No_5_RowFrontGTI,No_6_RowFrontGTI,No_7_RowFrontGTI,No_8_RowFrontGTI,No_9_RowFrontGTI,No_10_RowFrontGTI,No_11_RowFrontGTI,No_12_RowFrontGTI,No_1_RowBackGTI,No_2_RowBackGTI,No_3_RowBackGTI,No_4_RowBackGTI,No_5_RowBackGTI,No_6_RowBackGTI,No_7_RowBackGTI,No_8_RowBackGTI,No_9_RowBackGTI,No_10_RowBackGTI,No_11_RowBackGTI,No_12_RowBackGTI,tilt,sazm,height,D
2022-01-01 07:00:00-07:00,0.4731109333333333,11.493652216666668,0.99,6.5,11.511418964138622,83.84062904583716,87.84786403029747,122.62595845288187,0.0,7.369536770546605,11.524575532143757,1.0,7.369536770546605,0.019838780748611798,2.857142857142857,-14.749136611111112,0.8503097231666666,10.879516235882017,10.879513982893357,10.877892940463619,10.882756727287763,10.882756834682446,10.882757659380458,10.882758737041721,10.88640257793452,10.886402602624718,10.886401971669514,10.886400918779756,10.886399708033668,6.360825720373774,6.225671370787602,6.116281545758161,6.036465209695619,5.98872852144201,5.971396682327713,5.991151489403872,6.041173556551903,6.1185052648607,6.225139033519262,6.349217895654116,6.48433959786612,4.762188111039967,90.0,0.7084899011455961,1.860594992375494
2022-01-01 08:00:00-07:00,0.6135704666666667,70.495995,0.99,7.5,70.60080216638003,60.78793458386181,80.16477970462539,131.23911082879914,3.108624468950437e-16,43.17463369590872,78.87359537650133,1.0,43.17463369590872,67.41908801159684,2.857142857142857,-14.365968888888888,0.5412316898333334,72.03989529672677,72.23804704672945,72.73730195011102,73.04904841680806,73.21972323851314,73.37814496762057,73.26975622157427,73.02599919007987,72.90457763181004,72.69637456428812,72.6005928174061,72.40026390902479,34.77985970321986,34.2733676849902,33.89600474390856,33.66328792631095,33.75404082277076,33.89028559017429,34.24669700832921,34.54039969283953,34.9154243282119,35.44990931232882,35.720178676423316,36.013275222291234,26.948711519951786,90.0,0.5234036345350542,1.9657302991023577
2022-01-01 09:00:00-07:00,1.0449856,101.250655,0.99,8.5,101.56828919661085,50.55797532768131,72.30437253517434,142.93004882565685,0.0,67.3215887384814,103.43757852363676,1.0,67.3215887384814,94.25167432443362,2.783392047884096,-13.864909722222222,0.6580620355,85.41838337385863,86.4392629031874,87.45237729820985,87.70848789017359,88.71919993216355,89.6730012362107,89.9094732542159,90.89919747432725,90.2632411385132,89.36535861748152,88.7509821273969,88.14308198816045,54.9541094013178,54.59134326063665,54.634142699031145,54.539028288881376,55.056489580253796,55.30873817903688,55.833972008823885,55.23870281769606,54.62163747678342,54.34493490212234,53.65684688972642,52.91988960638307,50.0,90.0,0.366977778440511,2.214355247456318
2022-01-01 10:00:00-07:00,1.1717447166666666,188.31896666666668,0.99,9.5,188.7869865448012,57.08167358119255,66.4579895933497,156.2994452936912,0.0,124.58270167824294,192.30854231185117,1.0,124.58270167824294,176.34773101660508,1.7397192022342631,-13.080450944444443,0.88412741,164.37428994082268,164.75460431272322,166.30038107335727,167.9550641420605,168.37847082372028,170.0043754599031,170.4122330097817,171.82902854060788,170.0759212462593,169.18237989090952,169.42373020089238,168.64769712263438,99.80145852251528,97.8247029864771,96.14018079188176,96.0033531970707,95.53710071225775,95.92201874670423,97.15471591275069,96.60273251613316,96.67463756930304,96.16536420228272,95.73155711131318,95.83651402572737,42.69421494750555,90.0,0.41095726830113743,2.1221597931688003
2022-01-01 11:00:00-07:00,28.033948,256.3620666666667,0.99,10.5,268.996863626516,61.88517213855614,63.21163264774686,171.13140274112845,0.0,174.38619994834957,268.62389904478385,1.0,174.38619994834957,261.11426719956586,1.2300109942778816,-12.201059611111113,0.854773712,251.34573020955511,251.71301772098235,252.3130993806329,251.88699465580308,251.90831015634927,251.7553703393591,251.34488207159524,251.98842091160984,251.2617380615194,250.89995169378858,250.87985569762645,250.78220621810934,144.5238700950388,139.09927775277097,135.66273823851472,132.63799481197637,131.53125079971397,131.13620994177913,131.70730000180754,133.29809411709692,135.88212982960104,138.73078676596086,141.86542385223876,145.058276180321,16.980393697412605,90.0,0.6039777773247121,1.9007381091726923
2022-01-01 12:00:00-07:00,80.30153833333334,311.69281666666666,0.99,11.5,348.17321304981033,62.24165820134908,62.980570496620196,186.6161001755509,0.0,224.65663570969974,351.84217688055014,1.0,224.65663570969974,341.9019961425885,1.1697612922629703,-11.656047222222222,0.820176422,329.06633776335946,329.2770167879425,328.8969535316047,328.9095829328221,328.74822002699847,328.9673396117129,328.7571883975359,328.97312531471346,328.80242473569007,328.5920372775165,328.5765936606295,328.59733957096137,184.5832604751286,178.16584243599775,172.62879899709182,167.98001452460872,164.40956500001394,162.258864447635,161.94390896470748,163.06320772667328,166.7464642057482,171.7048821854067,179.3736830134689,187.63929376181474,12.731377151623628,270.0,0.639809796082428,1.8817288548636117
2022-01-01 13:00:00-07:00,242.76603333333333,295.24756666666667,0.99,12.5,394.77321310919655,57.99340083474893,65.79734581847661,201.61077638411209,0.0,240.0680785636016,472.9119397704835,1.0,240.0680785636016,367.4380415110893,1.6477156201295133,-9.09800483888889,0.5227725448333334,421.134516626666,420.37656719648805,420.5622862962204,420.8142714608655,419.99250447847,419.1911874541604,418.7546561908823,417.2780522036491,417.35592760308845,415.9454295559364,414.31807252960374,414.59318015706765,164.76559657136352,161.72702776530372,160.89024182589716,160.36543016462574,159.48646286110375,160.7395534640393,161.10760547317201,164.09802680788889,171.0556913440938,178.5480544689631,188.5862277310226,201.82495654545795,39.33125446502031,270.0,0.43309854848157253,2.083648267567691
2022-01-01 14:00:00-07:00,185.58558666666667,215.47683333333333,0.99,13.5,275.0003883278275,51.34075524899632,71.29269723792926,215.22702045708343,0.0,144.02177735576038,410.9828441342638,1.0,144.02177735576038,249.54189339031322,2.572799506294221,-9.460092416666669,0.6471286104999999,362.9711996170463,362.75702933726075,362.5262612185009,361.46205723355285,361.44358236058656,360.0986911886112,359.8756626294713,358.25190779845127,356.5249180970666,356.24622342462027,354.65717230625387,352.99642986467586,109.23295627003858,110.53355388207372,112.21977639040882,113.10072322695595,115.76487469735027,119.10529988012306,121.82629775132521,126.9667260633048,130.87191433593637,137.44938997056343,143.1112961197332,149.59264081557012,50.0,270.0,0.366977778440511,2.214355247456318
2022-01-01 15:00:00-07:00,406.9249833333333,98.52494666666666,0.99,14.5,176.92968649742687,56.59845447809427,78.89099728563397,227.1638810881785,1.3781391149302542e-08,50.62363472379045,376.02052420595874,1.0,50.62363472379045,170.42298008248216,2.8571428571428577,-9.914726494444444,0.4218074576666666,342.5944330215385,343.3087352629951,343.75522330395387,344.4035415261593,344.63995023523364,344.8486796496218,345.62702748886534,346.4045933305911,347.7142482132974,348.5894351535009,349.27100865870284,350.0873426217432,40.34445237264891,39.62406989464185,39.50193510297947,39.45737396088789,39.83722707074274,40.762524239417374,41.34543622645357,42.14797442002626,43.38263680320508,44.37576485258851,45.112015012216254,45.974093015014,32.657546472653365,269.9999987925817,0.4801916742013001,2.015232013098899
2022-01-01 16:00:00-07:00,150.95863605000002,17.766725833333332,0.99,15.5,25.9464511830909,81.09394000209335,86.89389496622759,236.44367950535195,0.0,8.347823383675124,45.35577489732785,1.0,8.347823383675124,26.100525183343358,2.857142857142857,-12.600862205555556,0.967179425,31.58383714880936,31.583828781347655,31.53767635290084,31.54030902214881,31.54033458785224,31.540357306053533,31.483554443381884,31.483537882755435,31.48349844738449,31.418865690818755,31.418899187223104,31.418937432661238,7.45094138303411,7.301291158007535,7.164680147690376,7.008475449361776,6.9144106260639875,6.848746215423949,6.821536376500652,6.8281387109447484,6.871594632375544,6.924817249564994,7.0547261293137655,7.204438697760707,6.973693896879097,270.0,0.6892931876326428,1.8645408564755312
