date,GlobInc,GlobEff,EArray,E_Grid,PR,HSol,AzSol,AngInc,AngProf,PhiAng,GlobHor,DiffHor,BeamHor,T_Amb,WindVel,BeamTrp,DifITrp,CircTrp,HBndTrp,AlbTrp,GlobTrp,GincThr,BeamInc,CircInc,DifSInc,Alb_Inc,Bm_Gl,DifA_Gl,DifS_Gl,Alb_Gl,GlobShd,ShdLoss,ShdBLss,ShdCLss,ShdDLss,ShdALss,GlobIAM,IAMLoss,IAMBLss,IAMCLss,IAMDLss,IAMALss,BeamEff,CircEff,DiffEff,Alb_Eff,FTransp,FShdGl,FShdBm,FShdCrc,FShdDif,FShdAlb,FIAMGl,FIAMBm,FIAMCrc,FIAMDif,FIAMAlb,FIAMShd,FEffDif,FEffAlb,EArrRef,EArrNom,GIncLss,TempLss,ModQual,MisLoss,OhmLoss,EArrMPP,TExtON,TArray,TArrWtd,DTArr,DTArrGl,IArray,UArray,ArrayON,InvLoss,IL_Oper,IL_Pmin,IL_Vmin,IL_Pmax,IL_Vmax,IL_Imax,Syst_ON,EOutInv,EUseful,EffArrR,EffArrC,EffSysR,EffSysC,EffInvB,EffInvR,Yr,Ya,Yf,Lc,Ls,Lcr,Lsr,TotInstCost,ModuleCost,InverterCost,BatteryCost,OwnFunds,TotLoan,AvgOpCost_yr,LCOE,NPV,IRR,PaybackPeriod,ROI
    ,W/m�,W/m�,kW,kW,ratio,�,�,�,�,�,W/m�,W/m�,W/m�,캜,m/s,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,ratio,ratio,ratio,ratio,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,kW,kW,kW,kW,kW,kW,kW,kW,캜,캜,캜,캜,캜,A,V,Hour,kW,kW,kW,kW,kW,kW,kW,Hour,kW,kW,%,%,%,%,%,%,kWh/m�/day,kWh/kWp/day,kWh/kWp/day,kWh/kWp/day,kWh/kWp/day,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio

11/28/90 03:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,-1,0.9999,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11/28/90 04:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,0.7999,1.16,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.7999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11/28/90 05:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,7.82,2.3899,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-7.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11/28/90 06:00,0,0,0,0,0,0,0,90,0,-50,0.1937,0.1937,0,5.4597,1.34,0,0.1937,0,0,0.0069,0.2006,0.2006,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-5.4597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11/28/90 07:00,135.95,120.09,5.9718,5.6555,0.8025,4.7157,-57.134,76.618,5.6091,-10.285,58.396,21.904,36.493,11.13,2.02,101.47,34.389,0,0,0.0938,135.95,0,101.47,0,34.389,0.0938,0.7464,0.2536,0,0.0007,135.73,0.2245,0,0,0.14,0.0845,120.09,15.631,14.529,0,1.1001,0.0015,86.938,0,33.149,0.0079,2.3281,0.9983,1,1,0.9959,0.1,0.8848,0.8568,1,0.9679,0.842,0.8848,0.9639,0.0842,7.0477,6.2298,0.3586,-0.2214,-0.0213,0.1314,0.0107,5.9718,0,15.585,15.585,4.4556,0.0371,9.7131,614.81,1,0.3163,0.3163,0,0,0,0,0,0,5.6555,5.6555,15.208,17.335,14.402,16.417,94.704,94.704,3.2628,2.7647,2.6183,0.4981,0.1464,0.1527,0.0449,0,0,0,0,0,0,0,0,0,0,0,0
11/28/90 08:00,543.62,527.6,26.159,25.452,0.9032,13.355,-46.922,49.809,18.005,-41.551,209.3,46.697,162.6,9.0104,0.88,452.12,86.239,0,0,5.2668,543.62,0,452.12,0,86.239,5.2668,0.8317,0.1683,0,0.0097,534.25,9.3689,0,0,4.6288,4.7401,527.6,6.6561,4.5212,0,2.122,0.0129,447.59,0,79.488,0.5137,2.5973,0.9828,1,1,0.9463,0.1,0.9875,0.99,1,0.974,0.9754,0.9875,0.9217,0.0975,28.181,27.369,0.1495,0.3622,-0.094,0.5794,0.2123,26.159,0,28.578,28.578,19.567,0.0371,43.189,605.69,1,0.7071,0.7071,0,0,0,0,0,0,25.452,25.452,16.66,18.99,16.21,18.477,97.297,97.297,13.047,12.111,11.783,0.9362,0.3273,0.0718,0.0251,0,0,0,0,0,0,0,0,0,0,0,0
11/28/90 09:00,627.2,602.38,29.484,28.697,0.8826,20.894,-34.602,50.459,33.91,-50,356.89,56.103,300.79,9.9098,1.7801,535.17,79.272,0,0,12.749,627.2,0,535.17,0,79.272,12.749,0.8533,0.1467,0,0.0203,609.95,17.244,0,0,5.7702,11.474,602.38,7.5719,5.5676,0,1.9761,0.0283,529.61,0,71.526,1.2466,1.7574,0.9725,1,1,0.9272,0.1,0.9876,0.9896,1,0.9731,0.9778,0.9876,0.9023,0.0978,32.514,31.248,0.0945,0.8439,-0.1061,0.6539,0.2773,29.484,0,32.306,32.306,22.397,0.0372,49.347,597.5,1,0.7874,0.7874,0,0,0,0,0,0,28.697,28.697,16.275,18.552,15.841,18.057,97.329,97.329,15.053,13.65,13.286,1.4025,0.3645,0.0932,0.0242,0,0,0,0,0,0,0,0,0,0,0,0
11/28/90 10:00,567.2,544.43,26.49,25.761,0.8761,26.241,-20.508,57.075,54.599,-35.341,456.09,58.198,397.89,13.29,0.99,487.78,71.011,0,0,8.4047,567.2,0,487.78,0,71.011,8.4047,0.86,0.14,0,0.0148,556.72,10.477,0,0,2.9131,7.5642,544.43,12.284,10.483,0,1.7685,0.0332,477.3,0,66.33,0.8073,1.2436,0.9815,1,1,0.959,0.1,0.9779,0.9785,1,0.974,0.9605,0.9779,0.9341,0.0961,29.403,28.242,0.1367,0.8966,-0.0952,0.587,0.2265,26.49,0,33.56,33.56,20.27,0.0372,44.606,593.88,1,0.7293,0.7293,0,0,0,0,0,0,25.761,25.761,16.17,18.431,15.724,17.924,97.247,97.247,13.613,12.264,11.926,1.3486,0.3377,0.0991,0.0248,0,0,0,0,0,0,0,0,0,0,0,0
11/28/90 11:00,480.6,464.14,22.461,21.813,0.8755,28.797,-5.0097,60.725,80.973,-9.0085,472.4,171.8,300.6,17.01,1.6099,304.36,175.66,0,0,0.5827,480.6,0,304.36,0,175.66,0.5827,0.6333,0.3667,0,0.0012,479.52,1.0819,0,0,0.5574,0.5244,464.14,15.381,9.6346,0,5.7372,0.0092,294.72,0,169.37,0.0491,1.0174,0.9977,1,1,0.9968,0.1,0.9679,0.9683,1,0.9672,0.8419,0.9679,0.9642,0.0842,24.914,24.077,0.1988,0.8357,-0.0806,0.4971,0.1645,22.461,0,34.313,34.313,17.303,0.0373,38.022,590.75,1,0.6481,0.6481,0,0,0,0,0,0,21.813,21.813,16.181,18.444,15.714,17.912,97.115,97.115,11.534,10.399,10.099,1.1357,0.3,0.0985,0.026,0,0,0,0,0,0,0,0,0,0,0,0
11/28/90 12:00,390.74,374.4,18.161,17.605,0.8691,28.204,10.884,59.85,70.604,19.359,381.71,247.1,134.61,18.61,1.72,142.67,245.91,0,0,2.1582,390.74,0,142.67,0,245.91,2.1582,0.3651,0.6349,0,0.0055,385.46,5.281,0,0,3.3386,1.9424,374.4,11.056,4.2096,0,6.8172,0.0295,138.46,0,235.75,0.1863,1.0237,0.9865,1,1,0.9864,0.1,0.9713,0.9705,1,0.9719,0.8633,0.9713,0.9587,0.0863,20.256,19.422,0.2673,0.5502,-0.0651,0.4014,0.1067,18.161,0,32.564,32.564,13.954,0.0373,30.637,592.78,1,0.5563,0.5563,0,0,0,0,0,0,17.605,17.605,16.092,18.343,15.599,17.781,96.937,96.937,9.3777,8.408,8.1504,0.9698,0.2576,0.1034,0.0275,0,0,0,0,0,0,0,0,0,0,0,0
11/28/90 13:00,470.64,439.73,21.079,20.454,0.8383,24.549,25.947,54.804,46.232,43.7,381.3,198.8,182.5,20.01,4.7101,252.44,207.64,0,0,10.564,470.64,0,252.44,0,207.64,10.564,0.5364,0.4636,0,0.0224,449.02,21.618,0,0,12.111,9.5072,439.73,9.2973,4.1644,0,5.1096,0.0232,248.28,0,190.42,1.0331,1.2343,0.9541,1,1,0.9417,0.1,0.9793,0.9835,1,0.9739,0.978,0.9793,0.9171,0.0978,24.398,22.81,0.2178,0.9751,-0.0757,0.4664,0.1477,21.079,0,36.435,36.435,16.425,0.0374,36.03,585.04,1,0.6255,0.6255,0,0,0,0,0,0,20.454,20.454,15.506,17.675,15.046,17.151,97.033,97.033,11.295,9.7588,9.4692,1.5366,0.2896,0.136,0.0256,0,0,0,0,0,0,0,0,0,0,0,0
11/28/90 14:00,386.65,362.98,17.553,17.008,0.8485,18.313,39.389,48.359,27.544,50,217.1,107,110.1,19.61,3.6799,231.99,146.91,0,0,7.7551,386.65,0,231.99,0,146.91,7.7551,0.6,0.4,0,0.0201,368.98,17.673,0,0,10.693,6.9796,362.98,5.9992,2.3199,0,3.6621,0.0172,229.67,0,132.55,0.7583,1.781,0.9543,1,1,0.9272,0.1,0.9837,0.99,1,0.9731,0.9778,0.9837,0.9023,0.0978,20.044,18.829,0.2756,0.5752,-0.0629,0.3879,0.1003,17.553,0,33.147,33.147,13.537,0.0373,29.703,590.95,1,0.5456,0.5456,0,0,0,0,0,0,17.008,17.008,15.717,17.916,15.229,17.359,96.892,96.892,9.2796,8.1264,7.8739,1.1532,0.2526,0.1243,0.0272,0,0,0,0,0,0,0,0,0,0,0,0
11/28/90 15:00,295.02,282.66,13.807,13.344,0.8725,10.118,51.074,60.562,12.92,25.691,137.4,70.299,67.097,18.32,5.05,186.56,107.1,0,0,1.3582,295.02,0,186.56,0,107.1,1.3582,0.6324,0.3676,0,0.0046,291.32,3.7088,0,0,2.4864,1.2224,282.66,8.6542,5.8334,0,2.8079,0.013,180.73,0,101.81,0.1228,2.1472,0.9874,1,1,0.9768,0.1,0.9703,0.9687,1,0.9732,0.9041,0.9703,0.9506,0.0904,15.294,14.663,0.3278,0.212,-0.0494,0.3047,0.0605,13.807,0,28.842,28.842,10.522,0.0372,23.069,598.51,1,0.4632,0.4632,0,0,0,0,0,0,13.344,13.344,16.203,18.469,15.659,17.85,96.645,96.645,7.0806,6.3922,6.1778,0.6884,0.2145,0.0972,0.0303,0,0,0,0,0,0,0,0,0,0,0,0
11/28/90 16:00,27.45,23.552,1.03,0.8242,0.5792,2.8706,59.018,81.833,3.3474,6.1148,18.403,14.898,3.5048,16.48,5.2,9.745,17.695,0,0,0.0105,27.45,0,9.745,0,17.695,0.0105,0.355,0.645,0,0.0004,27.414,0.0367,0,0,0.0273,0.0094,23.552,3.8615,3.2587,0,0.6027,0.0002,6.4863,0,17.065,0.0009,1.4916,0.9987,1,1,0.9985,0.1,0.8591,0.6656,1,0.9659,0.8431,0.8591,0.9644,0.0843,1.423,1.2217,0.2057,-0.0333,-0.0037,0.0226,0.0004,1.03,0,17.377,17.377,0.8964,0.0381,1.8098,569.14,1,0.2058,0.2058,0,0,0,0,0,0,0.8242,0.8242,12.991,14.808,10.395,11.849,80.018,80.018,0.6588,0.4769,0.3816,0.182,0.0953,0.2762,0.1446,0,0,0,0,0,0,0,0,0,0,0,0
11/28/90 17:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,15.93,5.33,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-15.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11/28/90 18:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,15.59,5.7999,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-15.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11/28/90 19:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,15.31,5.3601,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-15.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11/28/90 20:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,15.13,3.01,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-15.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11/28/90 21:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,14.6,1.94,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11/28/90 22:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,13.86,1.39,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-13.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11/28/90 23:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,14.71,4.4801,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-14.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11/29/90 00:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,14.82,2.8101,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-14.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11/29/90 01:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,15.19,3.61,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-15.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11/29/90 02:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,15.37,4.85,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-15.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11/29/90 03:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,14.9,3.2499,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11/29/90 04:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,12.85,1.3501,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-12.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11/29/90 05:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,13.81,2.7901,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-13.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11/29/90 06:00,0,0,0,0,0,0,0,90,0,-50,0.1937,0.1937,0,15.25,3.97,0,0.1937,0,0,0.0069,0.2006,0.2006,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-15.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11/29/90 07:00,138.88,121.42,5.9211,5.5996,0.7778,4.5361,-57.072,77.127,5.3996,-9.8942,60.104,22.402,37.702,16.2,3.9501,104.83,33.958,0,0,0.0894,138.88,0,104.83,0,33.958,0.0894,0.7548,0.2452,0,0.0006,138.67,0.209,0,0,0.1285,0.0805,121.42,17.253,16.158,0,1.0934,0.0014,88.673,0,32.736,0.0075,2.3106,0.9985,1,1,0.9962,0.1,0.8756,0.8459,1,0.9677,0.8419,0.8756,0.964,0.0842,7.1994,6.2984,0.3592,-0.1021,-0.0211,0.1303,0.011,5.9211,0,20.723,20.723,4.523,0.0373,9.8305,602.32,1,0.3216,0.3216,0,0,0,0,0,0,5.5996,5.5996,14.761,16.826,13.959,15.912,94.569,94.569,3.3331,2.7413,2.5924,0.5918,0.1489,0.1776,0.0447,0,0,0,0,0,0,0,0,0,0,0,0
11/29/90 08:00,594.48,576.69,27.362,26.594,0.863,13.169,-46.88,50.462,17.773,-40.596,233.3,57.497,175.81,18.49,4.0799,488.83,100.04,0,0,5.6151,594.48,0,488.83,0,100.04,5.6151,0.8223,0.1777,0,0.0094,584.26,10.22,0,0,5.1668,5.0536,576.69,7.5646,5.0869,0,2.4631,0.0147,483.74,0,92.406,0.5468,2.5481,0.9828,1,1,0.9484,0.1,0.9871,0.9896,1,0.974,0.9739,0.9871,0.9237,0.0974,30.818,29.915,0.1128,1.6775,-0.0984,0.6068,0.2544,27.362,0,40.068,40.068,21.578,0.0374,47.273,578.81,1,0.7678,0.7678,0,0,0,0,0,0,26.594,26.594,15.935,18.164,15.488,17.655,97.194,97.194,14.267,12.668,12.312,1.5998,0.3555,0.1121,0.0249,0,0,0,0,0,0,0,0,0,0,0,0
11/29/90 09:00,714.11,681.64,31.549,30.669,0.8285,20.704,-34.591,50.576,33.653,-50,409.79,95.397,314.4,20.78,4.1299,562.85,136.63,0,0,14.638,714.11,0,562.85,0,136.63,14.638,0.7882,0.2118,0,0.0205,690.99,23.12,0,0,9.9451,13.175,681.64,9.3557,5.9174,0,3.4058,0.0325,556.93,0,123.28,1.4314,1.7426,0.9676,1,1,0.9272,0.1,0.9865,0.9895,1,0.9731,0.9778,0.9865,0.9023,0.0978,37.02,35.359,0.044,2.8216,-0.1137,0.7011,0.3569,31.549,0,46.401,46.401,25.621,0.0376,55.962,563.76,1,0.88,0.88,0,0,0,0,0,0,30.669,30.669,15.296,17.435,14.869,16.949,97.211,97.211,17.139,14.606,14.199,2.5325,0.4074,0.1478,0.0238,0,0,0,0,0,0,0,0,0,0,0,0
11/29/90 10:00,641.43,613.16,28.481,27.672,0.8322,26.053,-20.538,57.2,54.337,-35.602,516.6,108,408.61,22.36,3.2701,502.54,129.23,0,0,9.6563,641.43,0,502.54,0,129.23,9.6563,0.7835,0.2165,0,0.0151,627.37,14.058,0,0,5.367,8.6906,613.16,14.212,10.959,0,3.2156,0.0373,491.58,0,120.65,0.9283,1.2416,0.9781,1,1,0.9585,0.1,0.9773,0.9782,1,0.974,0.9614,0.9773,0.9336,0.0961,33.251,31.807,0.0871,2.4211,-0.1025,0.6321,0.2879,28.481,0,45.395,45.395,23.035,0.0376,50.28,566.45,1,0.8088,0.8088,0,0,0,0,0,0,27.672,27.672,15.373,17.523,14.936,17.026,97.16,97.16,15.394,13.186,12.811,2.2085,0.3744,0.1435,0.0243,0,0,0,0,0,0,0,0,0,0,0,0
11/29/90 11:00,520.19,502.72,23.835,23.143,0.8582,28.619,-5.0861,60.887,80.772,-9.2094,510.6,53.703,456.89,20.96,3.0699,462.86,56.668,0,0,0.6582,520.19,0,462.86,0,56.668,0.6582,0.8898,0.1102,0,0.0013,519.41,0.7798,0,0,0.1874,0.5923,502.72,16.69,14.835,0,1.8449,0.0104,448.03,0,54.636,0.0554,1.0188,0.9985,1,1,0.9967,0.1,0.9679,0.9679,1,0.9673,0.8419,0.9679,0.9641,0.0842,26.966,26.078,0.1687,1.4386,-0.0856,0.528,0.1933,23.835,0,39.776,39.776,18.816,0.0374,41.214,578.32,1,0.6924,0.6924,0,0,0,0,0,0,23.143,23.143,15.864,18.083,15.403,17.557,97.095,97.095,12.484,11.035,10.714,1.4498,0.3205,0.1161,0.0257,0,0,0,0,0,0,0,0,0,0,0,0
11/29/90 12:00,529.28,510.28,24.083,23.382,0.8522,28.046,10.764,60.036,70.68,19.282,494.1,50.998,443.1,21.84,1.9301,469.43,57.078,0,0,2.7716,529.28,0,469.43,0,57.078,2.7716,0.8869,0.1131,0,0.0052,526.02,3.2634,0,0,0.769,2.4944,510.28,15.741,14.119,0,1.5836,0.038,455.31,0,54.725,0.2391,1.0712,0.9938,1,1,0.9865,0.1,0.9701,0.9699,1,0.9719,0.8628,0.9701,0.9588,0.0863,27.438,26.47,0.1628,1.5776,-0.0866,0.5335,0.1992,24.083,0,40.955,40.955,19.116,0.0375,41.837,575.64,1,0.701,0.701,0,0,0,0,0,0,23.382,23.382,15.754,17.957,15.295,17.434,97.089,97.089,12.703,11.15,10.825,1.553,0.3245,0.1223,0.0255,0,0,0,0,0,0,0,0,0,0,0,0
11/29/90 13:00,593.21,568.46,26.655,25.894,0.842,24.417,25.797,54.993,46.211,43.72,423.5,50.804,372.69,21.6,3.21,515.67,65.789,0,0,11.742,593.21,0,515.67,0,65.789,11.742,0.8693,0.1307,0,0.0198,578.8,14.408,0,0,3.8402,10.568,568.46,10.34,8.6953,0,1.619,0.0258,506.98,0,60.33,1.1484,1.4007,0.9757,1,1,0.9416,0.1,0.9821,0.9831,1,0.9739,0.978,0.9821,0.917,0.0978,30.752,29.488,0.1188,1.9714,-0.0959,0.5911,0.2473,26.655,0,42.919,42.919,21.319,0.0375,46.604,571.96,1,0.7615,0.7615,0,0,0,0,0,0,25.894,25.894,15.557,17.733,15.113,17.226,97.143,97.143,14.237,12.34,11.988,1.8965,0.3526,0.1332,0.0248,0,0,0,0,0,0,0,0,0,0,0,0
11/29/90 14:00,627.02,604.44,28.261,27.463,0.8449,18.207,39.223,48.547,27.482,50,305.59,49.198,256.4,21.1,2.6399,541.2,74.907,0,0,10.916,627.02,0,541.2,0,74.907,10.916,0.8631,0.1369,0,0.0174,611.74,15.277,0,0,5.4525,9.8246,604.44,7.3035,5.412,0,1.8673,0.0242,535.79,0,67.587,1.0674,2.0518,0.9756,1,1,0.9272,0.1,0.9881,0.99,1,0.9731,0.9778,0.9881,0.9023,0.0978,32.505,31.355,0.0931,2.1953,-0.1017,0.6271,0.2795,28.261,0,43.779,43.779,22.68,0.0375,49.544,570.43,1,0.7985,0.7985,0,0,0,0,0,0,27.463,27.463,15.605,17.788,15.164,17.285,97.174,97.174,15.049,13.084,12.714,1.9645,0.3697,0.1305,0.0246,0,0,0,0,0,0,0,0,0,0,0,0
11/29/90 15:00,334.62,321.73,15.599,15.096,0.8702,10.037,50.899,60.815,12.848,25.517,132.31,35.002,97.305,19.7,2.0099,270.56,62.771,0,0,1.2905,334.62,0,270.56,0,62.771,1.2905,0.8086,0.1914,0,0.0039,332.02,2.6004,0,0,1.4389,1.1615,321.73,10.283,8.6231,0,1.6478,0.0125,261.93,0,59.684,0.1165,2.5291,0.9922,1,1,0.9771,0.1,0.969,0.9681,1,0.9731,0.9029,0.969,0.9508,0.0903,17.347,16.69,0.3039,0.4199,-0.0559,0.3445,0.0786,15.599,0,31.693,31.693,11.994,0.0373,26.303,593.04,1,0.503,0.503,0,0,0,0,0,0,15.096,15.096,16.139,18.397,15.619,17.803,96.775,96.775,8.0308,7.2216,6.9887,0.8092,0.2329,0.1008,0.029,0,0,0,0,0,0,0,0,0,0,0,0
