PVSYST 7.3.4
,File,File date,Description
Project,PVPMC_Challenge_1and2.PRJ,06/06/23 16h47,Sim00,
Geographical Site,NREL BEST Field_MN81.SIT,06/06/23 16h47,NREL BEST Field;United States;North_America;,
Meteo data,DENVER_CENTENNIAL _GOLDEN - NREL__SAM_CSV_TMY.MET,06/06/23 16h44,DENVER/CENTENNIAL [GOLDEN - NREL];NREL BEST Field;TMY,
Simulation variant,PVPMC_Challenge_1and2.VC1,06/15/23 09h39,MONOFACIAL,
Simulation date,,06/16/23 09h02

Simulation:,Hourly values, from 01/01/90, to 12/31/90 

date,GlobInc,GlobEff,EArray,E_Grid,PR,HSol,AzSol,AngInc,AngProf,PhiAng,GlobHor,DiffHor,BeamHor,T_Amb,WindVel,BeamTrp,DifITrp,CircTrp,HBndTrp,AlbTrp,GlobTrp,GincThr,BeamInc,CircInc,DifSInc,Alb_Inc,Bm_Gl,DifA_Gl,DifS_Gl,Alb_Gl,GlobShd,ShdLoss,ShdBLss,ShdCLss,ShdDLss,ShdALss,GlobIAM,IAMLoss,IAMBLss,IAMCLss,IAMDLss,IAMALss,BeamEff,CircEff,DiffEff,Alb_Eff,FTransp,FShdGl,FShdBm,FShdCrc,FShdDif,FShdAlb,FIAMGl,FIAMBm,FIAMCrc,FIAMDif,FIAMAlb,FIAMShd,FEffDif,FEffAlb,EArrRef,EArrNom,GIncLss,TempLss,ModQual,MisLoss,OhmLoss,EArrMPP,TExtON,TArray,TArrWtd,DTArr,DTArrGl,IArray,UArray,ArrayON,InvLoss,IL_Oper,IL_Pmin,IL_Vmin,IL_Pmax,IL_Vmax,IL_Imax,Syst_ON,EOutInv,EUseful,EffArrR,EffArrC,EffSysR,EffSysC,EffInvB,EffInvR,Yr,Ya,Yf,Lc,Ls,Lcr,Lsr,TotInstCost,ModuleCost,InverterCost,BatteryCost,OwnFunds,TotLoan,AvgOpCost_yr,LCOE,NPV,IRR,PaybackPeriod,ROI
    ,W/m�,W/m�,kW,kW,ratio,�,�,�,�,�,W/m�,W/m�,W/m�,캜,m/s,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,ratio,ratio,ratio,ratio,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,W/m�,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,kW,kW,kW,kW,kW,kW,kW,kW,캜,캜,캜,캜,캜,A,V,Hour,kW,kW,kW,kW,kW,kW,kW,Hour,kW,kW,%,%,%,%,%,%,kWh/m�/day,kWh/kWp/day,kWh/kWp/day,kWh/kWp/day,kWh/kWp/day,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio,ratio

01/01/90 00:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,-10.31,1.46,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,10.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/01/90 01:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,-12.06,1.5599,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,12.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/01/90 02:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,-13.13,0.9201,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,13.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/01/90 03:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,-13.57,0.7901,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,13.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/01/90 04:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,-14.48,0.5699,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,14.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/01/90 05:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,-14.71,0.7901,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,14.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/01/90 06:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,-14.68,0.7999,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,14.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/01/90 07:00,9.3451,9.0074,0.3746,0.1896,0.3914,2.8374,-56.64,81.799,3.3959,-6.3013,9.7914,9.7914,0,-14.75,0.8499,0,9.3395,0,0,0.0057,9.3451,0,0,0,9.3395,0.0057,0,1,0,0.0006,9.3248,0.0203,0,0,0.0152,0.0051,9.0074,0.3174,0,0,0.3173,0.0001,0,0,9.0069,0.0005,0.9544,0.9978,1,1,0.9984,0.1,0.966,1,1,0.966,0.843,0.966,0.9644,0.0843,0.4845,0.4673,0.1345,-0.0488,-0.0013,0.0082,0,0.3746,0,-14.404,-14.404,0.3459,0.0384,0.6013,622.89,1,0.1849,0.1849,0,0,0,0,0,0,0.1896,0.1896,13.877,15.818,7.0256,8.0083,50.628,50.628,0.2243,0.1734,0.0878,0.0509,0.0856,0.2268,0.3817,0,0,0,0,0,0,0,0,0,0,0,0
01/01/90 08:00,65.982,62.108,3.2955,3.0508,0.8919,9.8682,-48.676,61.19,13.042,-26.14,67.307,67.307,0,-14.37,0.5401,0,65.321,0,0,0.6609,65.982,0,0,0,65.321,0.6609,0,1,0,0.01,63.821,2.1607,0,0,1.5659,0.5948,62.108,1.713,0,0,1.7069,0.0061,0,0,62.048,0.06,0.9803,0.9673,1,1,0.976,0.1,0.9732,1,1,0.9732,0.9072,0.9732,0.9499,0.0907,3.4205,3.2218,0.303,-0.4402,-0.0118,0.0725,0.0027,3.2955,0,-12.098,-12.098,2.2717,0.0366,4.9075,671.54,1,0.2448,0.2448,0,0,0,0,0,0,3.0508,3.0508,17.292,19.711,16.008,18.247,92.572,92.572,1.5836,1.5257,1.4124,0.0579,0.1133,0.0365,0.0716,0,0,0,0,0,0,0,0,0,0,0,0
01/01/90 09:00,79.678,69.213,3.6867,3.4344,0.8315,17.715,-36.973,50.486,27.973,-50,97.104,97.104,0,-13.86,0.66,0,76.348,0,0,3.3299,79.678,0,0,0,76.348,3.3299,0,1,0,0.0418,71.124,8.5543,0,0,5.5573,2.9969,69.213,1.9106,0,0,1.9032,0.0074,0,0,68.887,0.3256,0.8205,0.8926,1,1,0.9272,0.1,0.9731,1,1,0.9731,0.9778,0.9731,0.9023,0.0978,4.1305,3.5904,0.3139,-0.4816,-0.0132,0.0811,0.0034,3.6867,0,-11.33,-11.33,2.5293,0.0365,5.4867,671.93,1,0.2523,0.2523,0,0,0,0,0,0,3.4344,3.4344,16.019,18.26,14.923,17.011,93.156,93.156,1.9123,1.7068,1.59,0.2055,0.1168,0.1074,0.0611,0,0,0,0,0,0,0,0,0,0,0,0
01/01/90 10:00,160.99,144.31,7.8682,7.5567,0.9054,23.542,-23.592,57.027,47.43,-42.446,182.39,182.39,0,-13.08,0.88,0,156.4,0,0,4.5889,160.99,0,0,0,156.4,4.5889,0,1,0,0.0285,148.17,12.825,0,0,8.695,4.1301,144.31,3.8583,0,0,3.8476,0.0107,0,0,143.86,0.4482,0.8827,0.9203,1,1,0.9444,0.1,0.974,1,1,0.974,0.9767,0.974,0.9198,0.0977,8.3459,7.4859,0.366,-0.9087,-0.0281,0.1732,0.0153,7.8682,0,-7.8355,-7.8355,5.2442,0.0363,11.608,677.82,1,0.3116,0.3116,0,0,0,0,0,0,7.5567,7.5567,16.921,19.287,16.251,18.524,96.04,96.04,3.8638,3.6427,3.4985,0.2211,0.1442,0.0572,0.0373,0,0,0,0,0,0,0,0,0,0,0,0
01/01/90 11:00,256.25,245.42,13.413,13.022,0.9803,26.765,-8.7549,61.799,73.207,-16.732,262.99,256.4,6.5908,-12.2,0.8499,6.8822,248.3,0,0,1.0689,256.25,0,6.8822,0,248.3,1.0689,0.0269,0.9731,0,0.0042,252.75,3.4972,0,0,2.5352,0.962,245.42,7.3332,0.2372,0,7.0799,0.0161,6.645,0,238.68,0.0907,0.9743,0.9864,1,1,0.9898,0.1,0.971,0.9655,1,0.9712,0.8489,0.971,0.9613,0.0849,13.284,12.731,0.3468,-1.3211,-0.048,0.2957,0.0448,13.413,0,-3.2879,-3.2879,8.912,0.0363,19.868,675.09,1,0.3909,0.3909,0,0,0,0,0,0,13.022,13.022,18.122,20.656,17.593,20.054,97.086,97.086,6.15,6.2095,6.0285,-0.0596,0.181,-0.0097,0.0294,0,0,0,0,0,0,0,0,0,0,0,0
01/01/90 12:00,340.61,327.38,17.809,17.339,0.982,26.97,6.7251,62.123,77.04,12.912,341.99,311.7,30.292,-11.66,0.8201,31.077,308.7,0,0,0.8301,340.61,0,31.077,0,308.7,0.8301,0.0912,0.9088,0,0.0024,337.93,2.6777,0,0,1.9306,0.7471,327.38,10.549,1.1002,0,9.4354,0.013,29.977,0,297.34,0.07,0.996,0.9921,1,1,0.9937,0.1,0.9688,0.9646,1,0.9692,0.8432,0.9688,0.9632,0.0843,17.657,16.983,0.3002,-1.5362,-0.0638,0.3931,0.0802,17.809,0,0.2398,0.2398,11.9,0.0363,26.565,670.39,1,0.4701,0.4701,0,0,0,0,0,0,17.339,17.339,18.102,20.634,17.624,20.09,97.36,97.36,8.1747,8.245,8.0274,-0.0704,0.2176,-0.0086,0.0266,0,0,0,0,0,0,0,0,0,0,0,0
01/01/90 13:00,423.98,391.71,21.033,20.494,0.9324,24.128,21.706,57.857,50.454,39.426,388.8,295.3,93.502,-9.0998,0.5199,121.05,294.44,0,0,8.4935,423.98,0,121.05,0,294.44,8.4935,0.2855,0.7145,0,0.02,401.85,22.134,0,0,14.49,7.6441,391.71,10.132,2.848,0,7.26,0.0241,118.2,0,272.69,0.8252,1.0905,0.9478,1,1,0.9508,0.1,0.9748,0.9765,1,0.9741,0.9716,0.9748,0.9261,0.0972,21.979,20.32,0.2545,-1.4722,-0.0754,0.4647,0.1152,21.033,0,5.1798,5.1798,14.28,0.0365,31.83,660.78,1,0.5388,0.5388,0,0,0,0,0,0,20.494,20.494,17.175,19.578,16.735,19.076,97.438,97.438,10.176,9.7375,9.488,0.4381,0.2495,0.043,0.0245,0,0,0,0,0,0,0,0,0,0,0,0
01/01/90 14:00,352.07,319.56,17.261,16.796,0.9203,18.613,35.304,51.208,30.232,50,271.01,215.5,55.504,-9.4604,0.6499,108.24,234.53,0,0,9.2935,352.07,0,108.24,0,234.53,9.2935,0.3074,0.6926,0,0.0264,326.63,25.436,0,0,17.072,8.3641,319.56,7.0744,1.2074,0,5.8463,0.0206,107.03,0,211.61,0.9087,1.2991,0.9278,1,1,0.9272,0.1,0.9783,0.9888,1,0.9731,0.9778,0.9783,0.9023,0.0978,18.251,16.577,0.3054,-1.3855,-0.0618,0.3809,0.0765,17.261,0,2.1743,2.1743,11.635,0.0364,25.94,665.42,1,0.4652,0.4652,0,0,0,0,0,0,16.796,16.796,16.974,19.349,16.517,18.827,97.305,97.305,8.4496,7.9913,7.7759,0.4583,0.2154,0.0542,0.0255,0,0,0,0,0,0,0,0,0,0,0,0
01/01/90 15:00,344.75,329.76,17.83,17.355,0.9711,10.999,47.222,57.595,14.831,30.913,169.61,98.498,71.108,-9.9101,0.4199,197.71,144.72,0,0,2.3129,344.75,0,197.71,0,144.72,2.3129,0.5735,0.4265,0,0.0067,337.96,6.7893,0,0,4.7077,2.0816,329.76,8.1995,4.5132,0,3.6722,0.0142,193.2,0,136.34,0.2171,2.0327,0.9803,1,1,0.9675,0.1,0.9757,0.9772,1,0.9738,0.9387,0.9757,0.9421,0.0939,17.872,17.106,0.2986,-1.4336,-0.0638,0.3936,0.0814,17.83,0,2.0931,2.0931,12.003,0.0364,26.771,666.02,1,0.4749,0.4749,0,0,0,0,0,0,17.355,17.355,17.906,20.41,17.429,19.867,97.336,97.336,8.274,8.2546,8.0347,0.0194,0.2199,0.0023,0.0266,0,0,0,0,0,0,0,0,0,0,0,0
01/01/90 16:00,56.687,47.811,2.4822,2.2522,0.7664,3.4641,55.991,80.034,4.1766,7.7279,29.392,17.797,11.595,-12.6,0.9701,32.24,24.422,0,0,0.0256,56.687,0,32.24,0,24.422,0.0256,0.5687,0.4313,0,0.0005,56.352,0.3352,0.2539,0,0.0582,0.0231,47.811,8.5412,7.7275,0,0.8133,0.0004,24.259,0,23.55,0.0022,1.9287,0.9941,0.9921,1,0.9976,0.1,0.8484,0.7584,1,0.9666,0.8423,0.8484,0.9643,0.0842,2.9387,2.4802,0.2758,-0.3252,-0.0089,0.0546,0.0016,2.4822,0,-10.842,-10.842,1.7575,0.0368,3.7499,661.93,1,0.2299,0.2299,0,0,0,0,0,0,2.2522,2.2522,15.16,17.28,13.755,15.679,90.736,90.736,1.3605,1.1492,1.0427,0.2113,0.1065,0.1553,0.0782,0,0,0,0,0,0,0,0,0,0,0,0
01/01/90 17:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,-15.44,1.14,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,15.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/01/90 18:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,-16.28,0.98,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,16.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/01/90 19:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,-14.97,1.64,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,14.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/01/90 20:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,-9.6201,3.46,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9.6201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/01/90 21:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,-8.2798,5.2601,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,8.2798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/01/90 22:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,-7.4597,7.15,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7.4597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/01/90 23:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,-6.6503,7.15,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6.6503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/02/90 00:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,-5.8704,5.8999,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5.8704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/02/90 01:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,-4.6702,5.4999,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4.6702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/02/90 02:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,-2.6598,5.9299,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2.6598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/02/90 03:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,-2.5,5.5401,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/02/90 04:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,-1.9602,7.5699,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.9602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/02/90 05:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,-2.1601,7.6901,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2.1601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/02/90 06:00,0,0,0,0,0,0,0,90,0,-50,0,0,0,-1.68,7.7901,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/02/90 07:00,48.129,36.188,1.7665,1.5467,0.6199,2.8259,-56.776,81.811,3.3769,-6.2812,23.704,11.704,12,-1.1704,5.89,33.365,14.75,0,0,0.0137,48.129,0,33.365,0,14.75,0.0137,0.6932,0.3068,0,0.0003,47.662,0.4671,0.4309,0,0.0239,0.0123,36.188,11.474,10.972,0,0.5013,0.0002,21.962,0,14.225,0.0012,2.0304,0.9903,0.9871,1,0.9984,0.1,0.7593,0.6668,1,0.966,0.843,0.7593,0.9644,0.0843,2.495,1.8772,0.247,-0.1697,-0.0063,0.0388,0.0009,1.7665,0,0.1776,0.1776,1.3481,0.0373,2.8241,625.5,1,0.2198,0.2198,0,0,0,0,0,0,1.5467,1.5467,12.707,14.485,11.126,12.682,87.556,87.556,1.1551,0.8178,0.716,0.3373,0.1018,0.292,0.0881,0,0,0,0,0,0,0,0,0,0,0,0
01/02/90 08:00,415.03,398.82,20.684,20.125,0.9354,9.8695,-48.814,61.163,13.017,-26.099,163.9,40.402,123.5,0.5598,4.3501,343.39,70.038,0,0,1.6044,415.03,0,343.39,0,70.038,1.6044,0.8274,0.1726,0,0.0039,411.91,3.118,0,0,1.6741,1.4439,398.82,13.089,11.243,0,1.8307,0.0149,332.14,0,66.533,0.1455,2.5322,0.9925,1,1,0.9761,0.1,0.9682,0.9673,1,0.9732,0.9069,0.9682,0.95,0.0907,21.515,20.689,0.2492,-0.7472,-0.0742,0.4571,0.1197,20.684,0,15.213,15.213,14.653,0.0367,32.449,637.43,1,0.5586,0.5586,0,0,0,0,0,0,20.125,20.125,17.254,19.668,16.788,19.137,97.299,97.299,9.9607,9.5758,9.3173,0.3848,0.2586,0.0386,0.026,0,0,0,0,0,0,0,0,0,0,0,0
01/02/90 09:00,629.24,604.36,30.406,29.624,0.9081,17.737,-37.114,50.357,27.927,-50,312.8,63.902,248.89,2.73,3.28,517.48,101.03,0,0,10.727,629.24,0,517.48,0,101.03,10.727,0.8224,0.1776,0,0.017,612.23,17.008,0,0,7.3541,9.6539,604.36,7.8777,5.3354,0,2.5185,0.0238,512.15,0,91.159,1.0489,2.0117,0.973,1,1,0.9272,0.1,0.9871,0.9897,1,0.9731,0.9778,0.9871,0.9023,0.0978,32.62,31.35,0.0931,0.0082,-0.1094,0.6742,0.2785,30.406,0,25.071,25.071,22.341,0.037,49.456,614.8,1,0.782,0.782,0,0,0,0,0,0,29.624,29.624,16.729,19.07,16.299,18.579,97.428,97.428,15.102,14.077,13.715,1.0251,0.3621,0.0679,0.024,0,0,0,0,0,0,0,0,0,0,0,0
01/02/90 10:00,597.88,570.66,28.54,27.79,0.8966,23.588,-23.732,56.893,47.334,-42.533,437.11,65.702,371.41,5.4097,2.68,504.02,82.818,0,0,11.041,597.88,0,504.02,0,82.818,11.041,0.843,0.157,0,0.0185,583.33,14.557,0,0,4.6198,9.9369,570.66,12.668,10.606,0,2.0373,0.0257,493.42,0,76.161,1.0784,1.3678,0.9757,1,1,0.9442,0.1,0.9783,0.979,1,0.9739,0.9768,0.9783,0.9196,0.0977,30.994,29.602,0.1172,0.1673,-0.1026,0.6325,0.2483,28.54,0,26.534,26.534,21.124,0.037,46.705,611.06,1,0.749,0.749,0,0,0,0,0,0,27.79,27.79,16.526,18.838,16.093,18.344,97.375,97.375,14.349,13.213,12.866,1.1364,0.3468,0.0792,0.0242,0,0,0,0,0,0,0,0,0,0,0,0
01/02/90 11:00,534.6,514.14,25.693,25.002,0.9022,26.837,-8.884,61.684,73.026,-16.908,506.19,69.099,437.1,7.38,2.3301,456.84,75.658,0,0,2.1007,534.6,0,456.84,0,75.658,2.1007,0.8545,0.1455,0,0.0039,531.92,2.6793,0,0,0.7887,1.8906,514.14,17.78,15.595,0,2.153,0.0315,441.25,0,72.717,0.1785,1.0561,0.995,1,1,0.9896,0.1,0.9666,0.9659,1,0.9712,0.8498,0.9666,0.9611,0.085,27.714,26.671,0.1598,0.1397,-0.0923,0.569,0.2013,25.693,0,26.418,26.418,19.038,0.037,42.065,610.8,1,0.6909,0.6909,0,0,0,0,0,0,25.002,25.002,16.639,18.967,16.192,18.457,97.311,97.311,12.83,11.895,11.575,0.9355,0.3199,0.0729,0.0249,0,0,0,0,0,0,0,0,0,0,0,0
01/02/90 12:00,527.21,507.51,25.446,24.763,0.9061,27.066,6.6171,62.044,77.291,12.658,510.19,66.801,443.39,6.7099,1.8501,454.44,71.583,0,0,1.1905,527.21,0,454.44,0,71.583,1.1905,0.862,0.138,0,0.0023,525.71,1.5026,0,0,0.4312,1.0714,507.51,18.199,15.982,0,2.1979,0.0187,438.45,0,68.954,0.1004,1.0334,0.9971,1,1,0.994,0.1,0.9654,0.9648,1,0.9691,0.843,0.9654,0.9633,0.0843,27.331,26.327,0.165,0.0476,-0.0914,0.5634,0.1961,25.446,0,25.489,25.489,18.779,0.037,41.511,613,1,0.683,0.683,0,0,0,0,0,0,24.763,24.763,16.71,19.047,16.262,18.536,97.316,97.316,12.653,11.781,11.464,0.8725,0.3162,0.069,0.025,0,0,0,0,0,0,0,0,0,0,0,0
01/02/90 13:00,586.87,560.7,27.764,27.023,0.8882,24.243,21.625,57.816,50.704,39.169,449.89,62.804,387.09,8.3099,1.3299,499.29,77.877,0,0,9.7054,586.87,0,499.29,0,77.877,9.7054,0.8508,0.1492,0,0.0165,574.34,12.526,0,0,3.7911,8.7348,560.7,13.642,11.693,0,1.921,0.0281,487.59,0,72.165,0.9424,1.3045,0.9787,1,1,0.9513,0.1,0.9762,0.9766,1,0.9741,0.971,0.9762,0.9267,0.0971,30.423,29.086,0.1245,0.4415,-0.0998,0.6153,0.2399,27.764,0,29.109,29.109,20.799,0.0371,45.91,604.76,1,0.7416,0.7416,0,0,0,0,0,0,27.023,27.023,16.379,18.67,15.942,18.172,97.329,97.329,14.085,12.854,12.511,1.231,0.3433,0.0874,0.0244,0,0,0,0,0,0,0,0,0,0,0,0
